type,item,dist,roundedFreq,frequency,val
predictive,S1,rare_deterministic,0.225,20,0.347503372735388
predictive,S1,rare_deterministic,0.725,70,0.8328796390287596
prior,mixture,common_deterministic,NA,NA,0.7512044333195156
prior,stableFreq,common_deterministic,mean,NA,0.7311496548912776
prior,stableFreq,common_deterministic,sampleSize,NA,3.5105495617233116
predictive,S1,common_deterministic,0.225,20,0.15196840637883915
predictive,S1,common_deterministic,0.725,70,0.6264369233155124
prior,mixture,common_weak,NA,NA,0.9944979221491649
prior,stableFreq,common_weak,mean,NA,0.20487786055592408
prior,stableFreq,common_weak,sampleSize,NA,14.422864285297692
predictive,S1,common_weak,0.225,20,0.5472845105908976
predictive,S1,common_weak,0.725,70,0.9187819557898469
param,speakerOptimality,S1,NA,NA,1.8861014062969992
prior,mixture,rare_weak,NA,NA,0.7638088319011512
prior,stableFreq,rare_weak,mean,NA,0.2441016774624586
prior,stableFreq,rare_weak,sampleSize,NA,1.211932679958249
predictive,S1,rare_weak,0.225,20,0.5782948981354185
predictive,S1,rare_weak,0.725,70,0.9277066983716596
prior,mixture,rare_deterministic,NA,NA,0.3997052536811679
prior,stableFreq,rare_deterministic,mean,NA,0.7806329099971415
prior,stableFreq,rare_deterministic,sampleSize,NA,0.9149851298898393
predictive,S1,rare_deterministic,0.225,20,0.33711012725012895
predictive,S1,rare_deterministic,0.725,70,0.8263543940608428
prior,mixture,common_deterministic,NA,NA,0.7808829257538384
prior,stableFreq,common_deterministic,mean,NA,0.7311496548912776
prior,stableFreq,common_deterministic,sampleSize,NA,3.5105495617233116
predictive,S1,common_deterministic,0.225,20,0.14293877506787556
predictive,S1,common_deterministic,0.725,70,0.6094767982417479
prior,mixture,common_weak,NA,NA,0.9944979221491649
prior,stableFreq,common_weak,mean,NA,0.20487786055592408
prior,stableFreq,common_weak,sampleSize,NA,14.993518888950348
predictive,S1,common_weak,0.225,20,0.5473076405481074
predictive,S1,common_weak,0.725,70,0.918788921834302
param,speakerOptimality,S1,NA,NA,1.8861014062969992
prior,mixture,rare_weak,NA,NA,0.7638088319011512
prior,stableFreq,rare_weak,mean,NA,0.2441016774624586
prior,stableFreq,rare_weak,sampleSize,NA,1.211932679958249
predictive,S1,rare_weak,0.225,20,0.5782948981354185
predictive,S1,rare_weak,0.725,70,0.9277066983716596
prior,mixture,rare_deterministic,NA,NA,0.3997052536811679
prior,stableFreq,rare_deterministic,mean,NA,0.7652658055115105
prior,stableFreq,rare_deterministic,sampleSize,NA,0.793910377695787
predictive,S1,rare_deterministic,0.225,20,0.3454373265961394
predictive,S1,rare_deterministic,0.725,70,0.8316057273541514
prior,mixture,common_deterministic,NA,NA,0.7808829257538384
prior,stableFreq,common_deterministic,mean,NA,0.7311496548912776
prior,stableFreq,common_deterministic,sampleSize,NA,3.5105495617233116
predictive,S1,common_deterministic,0.225,20,0.14293877506787556
predictive,S1,common_deterministic,0.725,70,0.6094767982417479
prior,mixture,common_weak,NA,NA,0.9944979221491649
prior,stableFreq,common_weak,mean,NA,0.20487786055592408
prior,stableFreq,common_weak,sampleSize,NA,14.993518888950348
predictive,S1,common_weak,0.225,20,0.5473076405481074
predictive,S1,common_weak,0.725,70,0.918788921834302
param,speakerOptimality,S1,NA,NA,1.8861014062969992
prior,mixture,rare_weak,NA,NA,0.7406158105031135
prior,stableFreq,rare_weak,mean,NA,0.2441016774624586
prior,stableFreq,rare_weak,sampleSize,NA,1.211932679958249
predictive,S1,rare_weak,0.225,20,0.5916883775111745
predictive,S1,rare_weak,0.725,70,0.9313207041008761
prior,mixture,rare_deterministic,NA,NA,0.3997052536811679
prior,stableFreq,rare_deterministic,mean,NA,0.7562429292637469
prior,stableFreq,rare_deterministic,sampleSize,NA,0.793910377695787
predictive,S1,rare_deterministic,0.225,20,0.3504195364216139
predictive,S1,rare_deterministic,0.725,70,0.8346586703318994
prior,mixture,common_deterministic,NA,NA,0.7808829257538384
prior,stableFreq,common_deterministic,mean,NA,0.7311496548912776
prior,stableFreq,common_deterministic,sampleSize,NA,3.5105495617233116
predictive,S1,common_deterministic,0.225,20,0.14293877506787556
predictive,S1,common_deterministic,0.725,70,0.6094767982417479
prior,mixture,common_weak,NA,NA,0.9944979221491649
prior,stableFreq,common_weak,mean,NA,0.20487786055592408
prior,stableFreq,common_weak,sampleSize,NA,14.993518888950348
predictive,S1,common_weak,0.225,20,0.5473076405481074
predictive,S1,common_weak,0.725,70,0.918788921834302
param,speakerOptimality,S1,NA,NA,1.8861014062969992
prior,mixture,rare_weak,NA,NA,0.7406158105031135
prior,stableFreq,rare_weak,mean,NA,0.2441016774624586
prior,stableFreq,rare_weak,sampleSize,NA,1.211932679958249
predictive,S1,rare_weak,0.225,20,0.5916883775111745
predictive,S1,rare_weak,0.725,70,0.9313207041008761
prior,mixture,rare_deterministic,NA,NA,0.40498545705340794
prior,stableFreq,rare_deterministic,mean,NA,0.7562429292637469
prior,stableFreq,rare_deterministic,sampleSize,NA,0.793910377695787
predictive,S1,rare_deterministic,0.225,20,0.3449777680295528
predictive,S1,rare_deterministic,0.725,70,0.8313208260094651
prior,mixture,common_deterministic,NA,NA,0.7808829257538384
prior,stableFreq,common_deterministic,mean,NA,0.8206859291157973
prior,stableFreq,common_deterministic,sampleSize,NA,3.5105495617233116
predictive,S1,common_deterministic,0.225,20,0.11834515042129783
predictive,S1,common_deterministic,0.725,70,0.5567571092299903
prior,mixture,common_weak,NA,NA,0.9944979221491649
prior,stableFreq,common_weak,mean,NA,0.20487786055592408
prior,stableFreq,common_weak,sampleSize,NA,14.993518888950348
predictive,S1,common_weak,0.225,20,0.5473076405481074
predictive,S1,common_weak,0.725,70,0.918788921834302
param,speakerOptimality,S1,NA,NA,1.8861014062969992
prior,mixture,rare_weak,NA,NA,0.7406158105031135
prior,stableFreq,rare_weak,mean,NA,0.2441016774624586
prior,stableFreq,rare_weak,sampleSize,NA,1.211932679958249
predictive,S1,rare_weak,0.225,20,0.5963766176330588
predictive,S1,rare_weak,0.725,70,0.9395617684046813
prior,mixture,rare_deterministic,NA,NA,0.4423813104163854
prior,stableFreq,rare_deterministic,mean,NA,0.7562429292637469
prior,stableFreq,rare_deterministic,sampleSize,NA,0.793910377695787
predictive,S1,rare_deterministic,0.225,20,0.3004858242607544
predictive,S1,rare_deterministic,0.725,70,0.8188263467842583
prior,mixture,common_deterministic,NA,NA,0.7808829257538384
prior,stableFreq,common_deterministic,mean,NA,0.8206859291157973
prior,stableFreq,common_deterministic,sampleSize,NA,3.5105495617233116
predictive,S1,common_deterministic,0.225,20,0.10779729825531573
predictive,S1,common_deterministic,0.725,70,0.5597039827014587
prior,mixture,common_weak,NA,NA,0.9944979221491649
prior,stableFreq,common_weak,mean,NA,0.20487786055592408
prior,stableFreq,common_weak,sampleSize,NA,14.993518888950348
predictive,S1,common_weak,0.225,20,0.5497709359056678
predictive,S1,common_weak,0.725,70,0.9277846323037882
param,speakerOptimality,S1,NA,NA,1.9849481735248675
prior,mixture,rare_weak,NA,NA,0.7406158105031135
prior,stableFreq,rare_weak,mean,NA,0.2441016774624586
prior,stableFreq,rare_weak,sampleSize,NA,1.211932679958249
predictive,S1,rare_weak,0.225,20,0.5963766176330588
predictive,S1,rare_weak,0.725,70,0.9395617684046813
prior,mixture,rare_deterministic,NA,NA,0.4423813104163854
prior,stableFreq,rare_deterministic,mean,NA,0.7562429292637469
prior,stableFreq,rare_deterministic,sampleSize,NA,0.793910377695787
predictive,S1,rare_deterministic,0.225,20,0.3004858242607544
predictive,S1,rare_deterministic,0.725,70,0.8188263467842583
prior,mixture,common_deterministic,NA,NA,0.7808829257538384
prior,stableFreq,common_deterministic,mean,NA,0.8206859291157973
prior,stableFreq,common_deterministic,sampleSize,NA,3.5105495617233116
predictive,S1,common_deterministic,0.225,20,0.10779729825531573
predictive,S1,common_deterministic,0.725,70,0.5597039827014587
prior,mixture,common_weak,NA,NA,0.9944979221491649
prior,stableFreq,common_weak,mean,NA,0.20487786055592408
prior,stableFreq,common_weak,sampleSize,NA,11.871565051842481
predictive,S1,common_weak,0.225,20,0.5495962007358368
predictive,S1,common_weak,0.725,70,0.9277373217825886
param,speakerOptimality,S1,NA,NA,1.9849481735248675
prior,mixture,rare_weak,NA,NA,0.7406158105031135
prior,stableFreq,rare_weak,mean,NA,0.25647092526778575
prior,stableFreq,rare_weak,sampleSize,NA,1.211932679958249
predictive,S1,rare_weak,0.225,20,0.5727350940247387
predictive,S1,rare_weak,0.725,70,0.9337900340772172
prior,mixture,rare_deterministic,NA,NA,0.4423813104163854
prior,stableFreq,rare_deterministic,mean,NA,0.7562429292637469
prior,stableFreq,rare_deterministic,sampleSize,NA,0.793910377695787
predictive,S1,rare_deterministic,0.225,20,0.3004858242607544
predictive,S1,rare_deterministic,0.725,70,0.8188263467842583
prior,mixture,common_deterministic,NA,NA,0.7808829257538384
prior,stableFreq,common_deterministic,mean,NA,0.8206859291157973
prior,stableFreq,common_deterministic,sampleSize,NA,4.939077582885584
predictive,S1,common_deterministic,0.225,20,0.10772637972032868
predictive,S1,common_deterministic,0.725,70,0.5595222068275104
prior,mixture,common_weak,NA,NA,0.9944979221491649
prior,stableFreq,common_weak,mean,NA,0.20487786055592408
prior,stableFreq,common_weak,sampleSize,NA,11.871565051842481
predictive,S1,common_weak,0.225,20,0.5495962007358368
predictive,S1,common_weak,0.725,70,0.9277373217825886
param,speakerOptimality,S1,NA,NA,1.9849481735248675
prior,mixture,rare_weak,NA,NA,0.7406158105031135
prior,stableFreq,rare_weak,mean,NA,0.25647092526778575
prior,stableFreq,rare_weak,sampleSize,NA,1.211932679958249
predictive,S1,rare_weak,0.225,20,0.5727350940247387
predictive,S1,rare_weak,0.725,70,0.9337900340772172
prior,mixture,rare_deterministic,NA,NA,0.4281475861091165
prior,stableFreq,rare_deterministic,mean,NA,0.7562429292637469
prior,stableFreq,rare_deterministic,sampleSize,NA,0.793910377695787
predictive,S1,rare_deterministic,0.225,20,0.31390750231746745
predictive,S1,rare_deterministic,0.725,70,0.8279955510295117
prior,mixture,common_deterministic,NA,NA,0.7808829257538384
prior,stableFreq,common_deterministic,mean,NA,0.8206859291157973
prior,stableFreq,common_deterministic,sampleSize,NA,2.568357614503846
predictive,S1,common_deterministic,0.225,20,0.1078621411646827
predictive,S1,common_deterministic,0.725,70,0.5598700797583481
prior,mixture,common_weak,NA,NA,0.9944979221491649
prior,stableFreq,common_weak,mean,NA,0.20487786055592408
prior,stableFreq,common_weak,sampleSize,NA,11.871565051842481
predictive,S1,common_weak,0.225,20,0.5495962007358368
predictive,S1,common_weak,0.725,70,0.9277373217825886
param,speakerOptimality,S1,NA,NA,1.9849481735248675
prior,mixture,rare_weak,NA,NA,0.7406158105031135
prior,stableFreq,rare_weak,mean,NA,0.25647092526778575
prior,stableFreq,rare_weak,sampleSize,NA,1.211932679958249
predictive,S1,rare_weak,0.225,20,0.5727350940247387
predictive,S1,rare_weak,0.725,70,0.9337900340772172
prior,mixture,rare_deterministic,NA,NA,0.4281475861091165
prior,stableFreq,rare_deterministic,mean,NA,0.7562429292637469
prior,stableFreq,rare_deterministic,sampleSize,NA,0.793910377695787
predictive,S1,rare_deterministic,0.225,20,0.31390750231746745
predictive,S1,rare_deterministic,0.725,70,0.8279955510295117
prior,mixture,common_deterministic,NA,NA,0.7808829257538384
prior,stableFreq,common_deterministic,mean,NA,0.8206859291157973
prior,stableFreq,common_deterministic,sampleSize,NA,2.568357614503846
predictive,S1,common_deterministic,0.225,20,0.1078621411646827
predictive,S1,common_deterministic,0.725,70,0.5598700797583481
prior,mixture,common_weak,NA,NA,0.9944979221491649
prior,stableFreq,common_weak,mean,NA,0.20487786055592408
prior,stableFreq,common_weak,sampleSize,NA,11.871565051842481
predictive,S1,common_weak,0.225,20,0.5495962007358368
predictive,S1,common_weak,0.725,70,0.9277373217825886
param,speakerOptimality,S1,NA,NA,1.9849481735248675
prior,mixture,rare_weak,NA,NA,0.7406158105031135
prior,stableFreq,rare_weak,mean,NA,0.25647092526778575
prior,stableFreq,rare_weak,sampleSize,NA,1.211932679958249
predictive,S1,rare_weak,0.225,20,0.5727350940247387
predictive,S1,rare_weak,0.725,70,0.9337900340772172
prior,mixture,rare_deterministic,NA,NA,0.33590113478712724
prior,stableFreq,rare_deterministic,mean,NA,0.7562429292637469
prior,stableFreq,rare_deterministic,sampleSize,NA,0.793910377695787
predictive,S1,rare_deterministic,0.225,20,0.4216652795029926
predictive,S1,rare_deterministic,0.725,70,0.8846744320925101
prior,mixture,common_deterministic,NA,NA,0.7716465758433408
prior,stableFreq,common_deterministic,mean,NA,0.8206859291157973
prior,stableFreq,common_deterministic,sampleSize,NA,2.568357614503846
predictive,S1,common_deterministic,0.225,20,0.11012161453130845
predictive,S1,common_deterministic,0.725,70,0.5655952623617795
prior,mixture,common_weak,NA,NA,0.9944979221491649
prior,stableFreq,common_weak,mean,NA,0.21914347344128005
prior,stableFreq,common_weak,sampleSize,NA,11.871565051842481
predictive,S1,common_weak,0.225,20,0.5156947000729512
predictive,S1,common_weak,0.725,70,0.91805439435834
param,speakerOptimality,S1,NA,NA,1.9849481735248675
prior,mixture,rare_weak,NA,NA,0.7406158105031135
prior,stableFreq,rare_weak,mean,NA,0.25647092526778575
prior,stableFreq,rare_weak,sampleSize,NA,1.211932679958249
predictive,S1,rare_weak,0.225,20,0.5727350940247387
predictive,S1,rare_weak,0.725,70,0.9337900340772172
prior,mixture,rare_deterministic,NA,NA,0.33590113478712724
prior,stableFreq,rare_deterministic,mean,NA,0.6937256031248333
prior,stableFreq,rare_deterministic,sampleSize,NA,0.793910377695787
predictive,S1,rare_deterministic,0.225,20,0.462850366220785
predictive,S1,rare_deterministic,0.725,70,0.9006554482050935
prior,mixture,common_deterministic,NA,NA,0.7716465758433408
prior,stableFreq,common_deterministic,mean,NA,0.8206859291157973
prior,stableFreq,common_deterministic,sampleSize,NA,2.1808165860043385
predictive,S1,common_deterministic,0.225,20,0.11015615229247247
predictive,S1,common_deterministic,0.725,70,0.565681843154593
prior,mixture,common_weak,NA,NA,0.9944979221491649
prior,stableFreq,common_weak,mean,NA,0.21914347344128005
prior,stableFreq,common_weak,sampleSize,NA,11.871565051842481
predictive,S1,common_weak,0.225,20,0.5156947000729512
predictive,S1,common_weak,0.725,70,0.91805439435834
param,speakerOptimality,S1,NA,NA,1.9849481735248675
prior,mixture,rare_weak,NA,NA,0.7406158105031135
prior,stableFreq,rare_weak,mean,NA,0.25647092526778575
prior,stableFreq,rare_weak,sampleSize,NA,1.0444038000203673
predictive,S1,rare_weak,0.225,20,0.5725369404557545
predictive,S1,rare_weak,0.725,70,0.9337399556742351
prior,mixture,rare_deterministic,NA,NA,0.33590113478712724
prior,stableFreq,rare_deterministic,mean,NA,0.6937256031248333
prior,stableFreq,rare_deterministic,sampleSize,NA,0.793910377695787
predictive,S1,rare_deterministic,0.225,20,0.462850366220785
predictive,S1,rare_deterministic,0.725,70,0.9006554482050935
prior,mixture,common_deterministic,NA,NA,0.7716465758433408
prior,stableFreq,common_deterministic,mean,NA,0.8206859291157973
prior,stableFreq,common_deterministic,sampleSize,NA,2.1808165860043385
predictive,S1,common_deterministic,0.225,20,0.11015615229247247
predictive,S1,common_deterministic,0.725,70,0.565681843154593
prior,mixture,common_weak,NA,NA,0.9944979221491649
prior,stableFreq,common_weak,mean,NA,0.21914347344128005
prior,stableFreq,common_weak,sampleSize,NA,13.38631146820262
predictive,S1,common_weak,0.225,20,0.5157687842206117
predictive,S1,common_weak,0.725,70,0.9180767072394477
param,speakerOptimality,S1,NA,NA,1.9849481735248675
prior,mixture,rare_weak,NA,NA,0.6478848804280641
prior,stableFreq,rare_weak,mean,NA,0.25647092526778575
prior,stableFreq,rare_weak,sampleSize,NA,1.0444038000203673
predictive,S1,rare_weak,0.225,20,0.632670786180381
predictive,S1,rare_weak,0.725,70,0.9477025584575802
prior,mixture,rare_deterministic,NA,NA,0.33590113478712724
prior,stableFreq,rare_deterministic,mean,NA,0.6937256031248333
prior,stableFreq,rare_deterministic,sampleSize,NA,0.793910377695787
predictive,S1,rare_deterministic,0.225,20,0.462850366220785
predictive,S1,rare_deterministic,0.725,70,0.9006554482050935
prior,mixture,common_deterministic,NA,NA,0.7716465758433408
prior,stableFreq,common_deterministic,mean,NA,0.8206859291157973
prior,stableFreq,common_deterministic,sampleSize,NA,2.1808165860043385
predictive,S1,common_deterministic,0.225,20,0.11015615229247247
predictive,S1,common_deterministic,0.725,70,0.565681843154593
prior,mixture,common_weak,NA,NA,0.9944979221491649
prior,stableFreq,common_weak,mean,NA,0.21914347344128005
prior,stableFreq,common_weak,sampleSize,NA,13.38631146820262
predictive,S1,common_weak,0.225,20,0.5157687842206117
predictive,S1,common_weak,0.725,70,0.9180767072394477
param,speakerOptimality,S1,NA,NA,1.9849481735248675
prior,mixture,rare_weak,NA,NA,0.7252362284370246
prior,stableFreq,rare_weak,mean,NA,0.28007391709834334
prior,stableFreq,rare_weak,sampleSize,NA,1.0444038000203673
predictive,S1,rare_weak,0.225,20,0.5395386920605051
predictive,S1,rare_weak,0.725,70,0.9249709666611101
prior,mixture,rare_deterministic,NA,NA,0.33590113478712724
prior,stableFreq,rare_deterministic,mean,NA,0.6937256031248333
prior,stableFreq,rare_deterministic,sampleSize,NA,0.793910377695787
predictive,S1,rare_deterministic,0.225,20,0.462850366220785
predictive,S1,rare_deterministic,0.725,70,0.9006554482050935
prior,mixture,common_deterministic,NA,NA,0.7117692262207932
prior,stableFreq,common_deterministic,mean,NA,0.8206859291157973
prior,stableFreq,common_deterministic,sampleSize,NA,2.1808165860043385
