"workerid","category","trial_type","evidenceStatement","characterGender","freqLevel","characterName","habitual","n_instances","time_period","rt","response","n_times","log_times"
69,"entertainment","truthJudge","listened to Pandora","male",NA,"Brian","listens to Pandora",3,"week",2334,"agree-key",780,6.65929391968364
69,"employment","truthJudge","stole a car","male",NA,"Lewis","steals cars",3,"5 years",2079,"agree-key",3,1.09861228866811
69,"employment","truthJudge","wrote a novel","female",NA,"Rebecca","writes novels",3,"year",1922,"agree-key",15,2.70805020110221
69,"employment","truthJudge","volunteered for a political campaign","female",NA,"Alicia","volunteers for political campaigns",3,"5 years",2893,"agree-key",3,1.09861228866811
69,"hobby","truthJudge","hiked","male",NA,"Jack","hikes",3,"year",2080,"agree-key",15,2.70805020110221
69,"clothing","truthJudge","wore socks","male",NA,"Christopher","wears socks",3,"6 months",1827,"agree-key",30,3.40119738166216
69,"food","truthJudge","did cocaine","male",NA,"Daniel","does cocaine",3,"week",2585,"agree-key",780,6.65929391968364
69,"entertainment","truthJudge","went to the movies","male",NA,"Josh","goes to the movies",3,"year",1671,"agree-key",15,2.70805020110221
69,"food","truthJudge","drank beer","male",NA,"Scott","drinks beer",3,"year",1140,"agree-key",15,2.70805020110221
69,"clothing","truthJudge","wore a watch","female",NA,"Janet","wears a watch",3,"6 months",4248,"agree-key",30,3.40119738166216
69,"clothing","truthJudge","wore a suit","female",NA,"Veronica","wears a suit",3,"6 months",13242,"agree-key",30,3.40119738166216
69,"food","truthJudge","drank beer","female",NA,"Elisa","drinks beer",3,"year",1705,"agree-key",15,2.70805020110221
69,"hobby","truthJudge","played tennis","male",NA,"David","plays tennis",3,"2 years",1031,"agree-key",7.5,2.01490302054226
69,"employment","truthJudge","volunteered for a soup kitchen","female",NA,"Jackie","volunteers for soup kitchens",3,"year",2118,"agree-key",15,2.70805020110221
69,"clothing","truthJudge","wore slacks","male",NA,"Tim","wears slacks",3,"6 months",1601,"agree-key",30,3.40119738166216
69,"entertainment","truthJudge","listened to live music","female",NA,"Jennifer","listens to live music",3,"week",2934,"agree-key",780,6.65929391968364
69,"entertainment","truthJudge","watched space launches","female",NA,"Jessica","watches space launches",3,"month",2781,"agree-key",180,5.19295685089021
69,"employment","truthJudge","wrote a poem","male",NA,"Doug","writes poems",3,"year",1281,"agree-key",15,2.70805020110221
69,"clothing","truthJudge","wore a suit","male",NA,"Vince","wears a suit",3,"6 months",1658,"agree-key",30,3.40119738166216
69,"entertainment","truthJudge","watched professional football","male",NA,"Lucas","watches professional football",3,"year",1686,"agree-key",15,2.70805020110221
69,"hobby","truthJudge","played the banjo","female",NA,"Elizabeth","plays the banjo",3,"2 years",2063,"agree-key",7.5,2.01490302054226
69,"food","truthJudge","ate caviar","male",NA,"Stephen","eats caviar",3,"5 years",2371,"agree-key",3,1.09861228866811
69,"food","truthJudge","drank coffee","male",NA,"Michael","drinks coffee",3,"2 weeks",2592,"agree-key",390,5.96614673912369
69,"hobby","truthJudge","climbed mountains","male",NA,"Ted","climbs mountains",3,"2 years",1611,"agree-key",7.5,2.01490302054226
69,"food","truthJudge","smoked cigarettes","male",NA,"Jacob","smokes cigarettes",3,"month",2296,"agree-key",180,5.19295685089021
69,"hobby","truthJudge","ran","male",NA,"Fred","runs",3,"year",2763,"agree-key",15,2.70805020110221
69,"clothing","truthJudge","wore a bra","male",NA,"Ben","wears a bra",3,"week",4996,"agree-key",780,6.65929391968364
69,"clothing","truthJudge","wore a bra","female",NA,"Kim","wears a bra",3,"6 months",1563,"agree-key",30,3.40119738166216
69,"employment","truthJudge","sold something on eBay","male",NA,"Seth","sells things on eBay",3,"5 years",2377,"agree-key",3,1.09861228866811
69,"employment","truthJudge","stole chewing gum","male",NA,"Ronald","steals chewing gum",3,"5 years",5655,"agree-key",3,1.09861228866811
69,"food","truthJudge","smoked marijuana","female",NA,"Theresa","smokes marijuana",3,"week",1554,"agree-key",780,6.65929391968364
69,"food","truthJudge","did cocaine","female",NA,"Ashley","does cocaine",3,"week",1959,"agree-key",780,6.65929391968364
69,"food","truthJudge","drank coffee","female",NA,"Laura","drinks coffee",3,"2 weeks",2690,"agree-key",390,5.96614673912369
69,"entertainment","truthJudge","went to the ballet","female",NA,"Angela","goes to the ballet",3,"month",1813,"agree-key",180,5.19295685089021
70,"hobby","truthJudge","climbed mountains","male",NA,"Christopher","climbs mountains",3,"2 years",5326,"agree-key",7.5,2.01490302054226
70,"food","truthJudge","drank coffee","female",NA,"Maya","drinks coffee",3,"2 weeks",1925,"agree-key",390,5.96614673912369
70,"entertainment","truthJudge","watched space launches","female",NA,"Bridgette","watches space launches",3,"month",1789,"agree-key",180,5.19295685089021
70,"clothing","truthJudge","wore a suit","female",NA,"Elizabeth","wears a suit",3,"month",1941,"agree-key",180,5.19295685089021
70,"employment","truthJudge","volunteered for a political campaign","female",NA,"Crystal","volunteers for political campaigns",3,"5 years",3854,"disagree-key",3,1.09861228866811
70,"entertainment","truthJudge","went to the ballet","male",NA,"Michael","goes to the ballet",3,"year",2094,"agree-key",15,2.70805020110221
70,"food","truthJudge","drank beer","female",NA,"Jennifer","drinks beer",3,"week",6822,"agree-key",780,6.65929391968364
70,"employment","truthJudge","sold a company","female",NA,"Theresa","sells companies",3,"year",1773,"agree-key",15,2.70805020110221
70,"hobby","truthJudge","played tennis","female",NA,"Ashley","plays tennis",3,"2 years",1205,"agree-key",7.5,2.01490302054226
70,"employment","truthJudge","wrote a novel","male",NA,"Derrick","writes novels",3,"year",1590,"agree-key",15,2.70805020110221
70,"employment","truthJudge","stole chewing gum","female",NA,"Kristina","steals chewing gum",3,"year",2478,"agree-key",15,2.70805020110221
70,"employment","truthJudge","volunteered for a soup kitchen","male",NA,"Brian","volunteers for soup kitchens",3,"5 years",2222,"disagree-key",3,1.09861228866811
70,"food","truthJudge","smoked marijuana","male",NA,"Stephen","smokes marijuana",3,"year",1470,"agree-key",15,2.70805020110221
70,"entertainment","truthJudge","watched professional football","female",NA,"Tina","watches professional football",3,"year",1741,"agree-key",15,2.70805020110221
70,"clothing","truthJudge","wore a bra","female",NA,"Jessica","wears a bra",3,"month",2085,"disagree-key",180,5.19295685089021
70,"clothing","truthJudge","wore slacks","male",NA,"Jack","wears slacks",3,"6 months",2221,"disagree-key",30,3.40119738166216
70,"hobby","truthJudge","played the banjo","male",NA,"Ted","plays the banjo",3,"5 years",1765,"disagree-key",3,1.09861228866811
70,"employment","truthJudge","stole a car","male",NA,"Lee","steals cars",3,"year",1342,"agree-key",15,2.70805020110221
70,"food","truthJudge","drank beer","male",NA,"Eric","drinks beer",3,"month",1414,"agree-key",180,5.19295685089021
70,"clothing","truthJudge","wore a suit","male",NA,"Gabriel","wears a suit",3,"month",1415,"agree-key",180,5.19295685089021
70,"clothing","truthJudge","wore socks","female",NA,"Shannon","wears socks",3,"month",1638,"agree-key",180,5.19295685089021
70,"food","truthJudge","drank coffee","male",NA,"Greg","drinks coffee",3,"week",1029,"agree-key",780,6.65929391968364
70,"food","truthJudge","ate caviar","female",NA,"Rebecca","eats caviar",3,"year",3549,"disagree-key",15,2.70805020110221
70,"hobby","truthJudge","ran","female",NA,"Hillary","runs",3,"2 months",1590,"disagree-key",90,4.49980967033027
70,"entertainment","truthJudge","listened to Pandora","female",NA,"Esther","listens to Pandora",3,"year",1685,"disagree-key",15,2.70805020110221
70,"food","truthJudge","did cocaine","male",NA,"Tim","does cocaine",3,"week",1430,"agree-key",780,6.65929391968364
70,"hobby","truthJudge","hiked","male",NA,"Kyle","hikes",3,"2 years",1542,"disagree-key",7.5,2.01490302054226
70,"entertainment","truthJudge","went to the movies","female",NA,"Nicole","goes to the movies",3,"year",1950,"disagree-key",15,2.70805020110221
70,"clothing","truthJudge","wore a bra","male",NA,"John","wears a bra",3,"month",1663,"disagree-key",180,5.19295685089021
70,"entertainment","truthJudge","listened to live music","female",NA,"Linda","listens to live music",3,"year",3373,"agree-key",15,2.70805020110221
70,"food","truthJudge","ate peanut butter","male",NA,"Josh","eats peanut butter",3,"5 years",1685,"disagree-key",3,1.09861228866811
70,"food","truthJudge","did cocaine","female",NA,"Veronica","does cocaine",3,"year",1804,"agree-key",15,2.70805020110221
70,"food","truthJudge","smoked cigarettes","female",NA,"Melinda","smokes cigarettes",3,"week",1518,"agree-key",780,6.65929391968364
70,"clothing","truthJudge","wore a watch","female",NA,"Julia","wears a watch",3,"6 months",2022,"disagree-key",30,3.40119738166216
70,"employment","truthJudge","sold something on eBay","male",NA,"Stephen","sells things on eBay",3,"year",2214,"agree-key",15,2.70805020110221
70,"employment","truthJudge","wrote a poem","male",NA,"Ronald","writes poems",3,"5 years",1278,"disagree-key",3,1.09861228866811
70,"clothing","truthJudge","wore socks","male",NA,"Daniel","wears socks",3,"6 months",1294,"disagree-key",30,3.40119738166216
71,"entertainment","truthJudge","watched professional football","female",NA,"Linda","watches professional football",3,"month",986,"agree-key",180,5.19295685089021
71,"entertainment","truthJudge","went to the movies","female",NA,"Kristina","goes to the movies",3,"year",246,"agree-key",15,2.70805020110221
71,"clothing","truthJudge","wore slacks","male",NA,"Robert","wears slacks",3,"week",321,"agree-key",780,6.65929391968364
71,"clothing","truthJudge","wore a suit","female",NA,"Theresa","wears a suit",3,"week",3,"agree-key",780,6.65929391968364
71,"food","truthJudge","drank beer","male",NA,"John","drinks beer",3,"month",8,"agree-key",180,5.19295685089021
71,"entertainment","truthJudge","watched space launches","female",NA,"Elisa","watches space launches",3,"month",13,"agree-key",180,5.19295685089021
71,"employment","truthJudge","sold a company","male",NA,"Ben","sells companies",3,"year",24,"agree-key",15,2.70805020110221
71,"food","truthJudge","ate caviar","male",NA,"Jacob","eats caviar",3,"5 years",12,"agree-key",3,1.09861228866811
71,"clothing","truthJudge","wore a suit","male",NA,"Tom","wears a suit",3,"month",33,"agree-key",180,5.19295685089021
71,"entertainment","truthJudge","listened to live music","male",NA,"Eric","listens to live music",3,"year",2,"agree-key",15,2.70805020110221
71,"employment","truthJudge","wrote a novel","male",NA,"Lewis","writes novels",3,"year",7,"agree-key",15,2.70805020110221
71,"employment","truthJudge","wrote a poem","female",NA,"Kim","writes poems",3,"year",7,"agree-key",15,2.70805020110221
71,"food","truthJudge","did cocaine","female",NA,"Monica","does cocaine",3,"week",35,"agree-key",780,6.65929391968364
71,"hobby","truthJudge","played the banjo","female",NA,"Bridgette","plays the banjo",3,"5 years",2,"agree-key",3,1.09861228866811
71,"hobby","truthJudge","hiked","male",NA,"Scott","hikes",3,"year",4,"agree-key",15,2.70805020110221
71,"employment","truthJudge","stole chewing gum","female",NA,"Esther","steals chewing gum",3,"5 years",9,"agree-key",3,1.09861228866811
71,"clothing","truthJudge","wore socks","male",NA,"Michael","wears socks",3,"month",29,"agree-key",180,5.19295685089021
71,"food","truthJudge","ate peanut butter","female",NA,"Nicole","eats peanut butter",3,"month",10,"agree-key",180,5.19295685089021
71,"food","truthJudge","drank coffee","male",NA,"Ronald","drinks coffee",3,"month",30,"agree-key",180,5.19295685089021
71,"clothing","truthJudge","wore a bra","male",NA,"Lucas","wears a bra",3,"6 months",5,"agree-key",30,3.40119738166216
71,"food","truthJudge","drank beer","female",NA,"Alicia","drinks beer",3,"2 weeks",8,"agree-key",390,5.96614673912369
71,"food","truthJudge","smoked cigarettes","male",NA,"Cameron","smokes cigarettes",3,"month",1,"agree-key",180,5.19295685089021
71,"clothing","truthJudge","wore a watch","female",NA,"Maya","wears a watch",3,"6 months",7,"agree-key",30,3.40119738166216
71,"hobby","truthJudge","ran","female",NA,"Tina","runs",3,"2 months",5,"agree-key",90,4.49980967033027
71,"food","truthJudge","smoked marijuana","male",NA,"Brian","smokes marijuana",3,"month",3,"agree-key",180,5.19295685089021
71,"employment","truthJudge","volunteered for a soup kitchen","male",NA,"Fred","volunteers for soup kitchens",3,"year",33,"agree-key",15,2.70805020110221
71,"food","truthJudge","drank coffee","female",NA,"Sophia","drinks coffee",3,"week",4,"agree-key",780,6.65929391968364
71,"clothing","truthJudge","wore socks","female",NA,"Angela","wears socks",3,"6 months",5,"agree-key",30,3.40119738166216
71,"entertainment","truthJudge","went to the ballet","male",NA,"Stephen","goes to the ballet",3,"year",4,"agree-key",15,2.70805020110221
71,"entertainment","truthJudge","listened to Pandora","male",NA,"Kyle","listens to Pandora",3,"year",3,"agree-key",15,2.70805020110221
71,"clothing","truthJudge","wore a bra","female",NA,"Kelly","wears a bra",3,"6 months",6,"agree-key",30,3.40119738166216
71,"employment","truthJudge","stole a car","female",NA,"Jackie","steals cars",3,"5 years",11,"agree-key",3,1.09861228866811
71,"hobby","truthJudge","played tennis","female",NA,"Kathleen","plays tennis",3,"year",2,"agree-key",15,2.70805020110221
71,"food","truthJudge","did cocaine","male",NA,"Stephen","does cocaine",3,"week",1,"agree-key",780,6.65929391968364
71,"employment","truthJudge","sold something on eBay","female",NA,"Stephanie","sells things on eBay",3,"5 years",26,"agree-key",3,1.09861228866811
71,"hobby","truthJudge","climbed mountains","male",NA,"William","climbs mountains",3,"2 years",3,"agree-key",7.5,2.01490302054226
71,"employment","truthJudge","volunteered for a political campaign","male",NA,"Daniel","volunteers for political campaigns",3,"year",133,"agree-key",15,2.70805020110221
72,"employment","truthJudge","stole a car","male",NA,"Gabriel","steals cars",3,"5 years",2221,"agree-key",3,1.09861228866811
72,"food","truthJudge","ate caviar","male",NA,"Eric","eats caviar",3,"year",1380,"agree-key",15,2.70805020110221
72,"employment","truthJudge","sold something on eBay","male",NA,"Martin","sells things on eBay",3,"5 years",1374,"agree-key",3,1.09861228866811
72,"clothing","truthJudge","wore a suit","male",NA,"Jack","wears a suit",3,"6 months",973,"agree-key",30,3.40119738166216
72,"entertainment","truthJudge","watched professional football","female",NA,"Sophia","watches professional football",3,"year",2141,"agree-key",15,2.70805020110221
72,"clothing","truthJudge","wore a bra","female",NA,"Kelly","wears a bra",3,"month",830,"agree-key",180,5.19295685089021
72,"food","truthJudge","did cocaine","male",NA,"Anthony","does cocaine",3,"5 years",1462,"agree-key",3,1.09861228866811
72,"hobby","truthJudge","ran","female",NA,"Linda","runs",3,"week",1118,"agree-key",780,6.65929391968364
72,"entertainment","truthJudge","listened to Pandora","female",NA,"Brooke","listens to Pandora",3,"month",1294,"agree-key",180,5.19295685089021
