"workerid","rt","trial_type","story","trial_num","target","experimentResults","missing","n_data","condition","frequency","treatment","query","distribution","category","response","unit"
10,9733,"causals","rocks dissolve",0,"makes CATEGORY dissolve","[0, 0, 100, 100, 0, u'?', 0, 100, 0, 0, 100]",5,10,"prior",-99,"compound","make the rocks dissolve","rare_deterministic","mooks",0.49,"rocks"
10,9733,"causals","rocks dissolve",0,"makes CATEGORY dissolve","[0, 0, 100, 100, 0, u'?', 0, 100, 0, 0, 100]",5,10,"prior",-99,"compound","make the rocks dissolve","rare_deterministic","mooks",0.45,"rocks"
10,9733,"causals","rocks dissolve",0,"makes CATEGORY dissolve","[0, 0, 100, 100, 0, u'?', 0, 100, 0, 0, 100]",5,10,"prior",-99,"compound","make the rocks dissolve","rare_deterministic","mooks",0.36,"rocks"
10,9733,"causals","rocks dissolve",0,"makes CATEGORY dissolve","[0, 0, 100, 100, 0, u'?', 0, 100, 0, 0, 100]",5,10,"prior",-99,"compound","make the rocks dissolve","rare_deterministic","mooks",0.44,"rocks"
10,9733,"causals","rocks dissolve",0,"makes CATEGORY dissolve","[0, 0, 100, 100, 0, u'?', 0, 100, 0, 0, 100]",5,10,"prior",-99,"compound","make the rocks dissolve","rare_deterministic","mooks",0.44,"rocks"
11,49881,"causals","animal make sleepy",0,"makes CATEGORY sleepy","[0, 20, 0, 10, 0, u'?', 0, 15, 0, 20, 0]",5,10,"prior",-99,"herb","make the animals sleepy","rare_weak","kweps",0,"animals"
11,49881,"causals","animal make sleepy",0,"makes CATEGORY sleepy","[0, 20, 0, 10, 0, u'?', 0, 15, 0, 20, 0]",5,10,"prior",-99,"herb","make the animals sleepy","rare_weak","kweps",0.01,"animals"
11,49881,"causals","animal make sleepy",0,"makes CATEGORY sleepy","[0, 20, 0, 10, 0, u'?', 0, 15, 0, 20, 0]",5,10,"prior",-99,"herb","make the animals sleepy","rare_weak","kweps",0.01,"animals"
11,49881,"causals","animal make sleepy",0,"makes CATEGORY sleepy","[0, 20, 0, 10, 0, u'?', 0, 15, 0, 20, 0]",5,10,"prior",-99,"herb","make the animals sleepy","rare_weak","kweps",0.01,"animals"
11,49881,"causals","animal make sleepy",0,"makes CATEGORY sleepy","[0, 20, 0, 10, 0, u'?', 0, 15, 0, 20, 0]",5,10,"prior",-99,"herb","make the animals sleepy","rare_weak","kweps",0.09,"animals"
12,96833,"causals","plant grow indoors",0,"makes CATEGORY grow tall","[85, 75, 15, u'?', 75, 10, 90, 90, 80, 10, 20]",3,10,"prior",-99,"fertilizer","make the plants grow tall","weak_or_strong","taifels",0.11,"plants"
12,96833,"causals","plant grow indoors",0,"makes CATEGORY grow tall","[85, 75, 15, u'?', 75, 10, 90, 90, 80, 10, 20]",3,10,"prior",-99,"fertilizer","make the plants grow tall","weak_or_strong","taifels",0.74,"plants"
12,96833,"causals","plant grow indoors",0,"makes CATEGORY grow tall","[85, 75, 15, u'?', 75, 10, 90, 90, 80, 10, 20]",3,10,"prior",-99,"fertilizer","make the plants grow tall","weak_or_strong","taifels",0.73,"plants"
12,96833,"causals","plant grow indoors",0,"makes CATEGORY grow tall","[85, 75, 15, u'?', 75, 10, 90, 90, 80, 10, 20]",3,10,"prior",-99,"fertilizer","make the plants grow tall","weak_or_strong","taifels",0.83,"plants"
12,96833,"causals","plant grow indoors",0,"makes CATEGORY grow tall","[85, 75, 15, u'?', 75, 10, 90, 90, 80, 10, 20]",3,10,"prior",-99,"fertilizer","make the plants grow tall","weak_or_strong","taifels",0.21,"plants"
13,103748,"causals","animal make sleepy",0,"makes CATEGORY sleepy","[75, 65, 65, 75, u'?', 80, 90, 80, 75, 80, 90]",4,10,"prior",-99,"herb","make the animals sleepy","common_strong","lorches",0.64,"animals"
13,103748,"causals","animal make sleepy",0,"makes CATEGORY sleepy","[75, 65, 65, 75, u'?', 80, 90, 80, 75, 80, 90]",4,10,"prior",-99,"herb","make the animals sleepy","common_strong","lorches",0.71,"animals"
13,103748,"causals","animal make sleepy",0,"makes CATEGORY sleepy","[75, 65, 65, 75, u'?', 80, 90, 80, 75, 80, 90]",4,10,"prior",-99,"herb","make the animals sleepy","common_strong","lorches",0.6,"animals"
13,103748,"causals","animal make sleepy",0,"makes CATEGORY sleepy","[75, 65, 65, 75, u'?', 80, 90, 80, 75, 80, 90]",4,10,"prior",-99,"herb","make the animals sleepy","common_strong","lorches",0.83,"animals"
13,103748,"causals","animal make sleepy",0,"makes CATEGORY sleepy","[75, 65, 65, 75, u'?', 80, 90, 80, 75, 80, 90]",4,10,"prior",-99,"herb","make the animals sleepy","common_strong","lorches",0.73,"animals"
14,250560,"causals","plant grow indoors",0,"makes CATEGORY grow tall","[75, 0, 65, 0, 80, 90, 0, u'?', 0, 80, 90]",7,10,"prior",-99,"fertilizer","make the plants grow tall","rare_strong","elleps",0.84,"plants"
14,250560,"causals","plant grow indoors",0,"makes CATEGORY grow tall","[75, 0, 65, 0, 80, 90, 0, u'?', 0, 80, 90]",7,10,"prior",-99,"fertilizer","make the plants grow tall","rare_strong","elleps",0.7,"plants"
14,250560,"causals","plant grow indoors",0,"makes CATEGORY grow tall","[75, 0, 65, 0, 80, 90, 0, u'?', 0, 80, 90]",7,10,"prior",-99,"fertilizer","make the plants grow tall","rare_strong","elleps",0.01,"plants"
14,250560,"causals","plant grow indoors",0,"makes CATEGORY grow tall","[75, 0, 65, 0, 80, 90, 0, u'?', 0, 80, 90]",7,10,"prior",-99,"fertilizer","make the plants grow tall","rare_strong","elleps",0.64,"plants"
14,250560,"causals","plant grow indoors",0,"makes CATEGORY grow tall","[75, 0, 65, 0, 80, 90, 0, u'?', 0, 80, 90]",7,10,"prior",-99,"fertilizer","make the plants grow tall","rare_strong","elleps",0.01,"plants"
15,75688,"causals","animal make sleepy",0,"makes CATEGORY sleepy","[10, 20, 15, 10, 15, 20, u'?', 10, 10, 15, 20]",6,10,"prior",-99,"herb","make the animals sleepy","common_weak","ollers",0.18,"animals"
15,75688,"causals","animal make sleepy",0,"makes CATEGORY sleepy","[10, 20, 15, 10, 15, 20, u'?', 10, 10, 15, 20]",6,10,"prior",-99,"herb","make the animals sleepy","common_weak","ollers",0.28,"animals"
15,75688,"causals","animal make sleepy",0,"makes CATEGORY sleepy","[10, 20, 15, 10, 15, 20, u'?', 10, 10, 15, 20]",6,10,"prior",-99,"herb","make the animals sleepy","common_weak","ollers",0.18,"animals"
15,75688,"causals","animal make sleepy",0,"makes CATEGORY sleepy","[10, 20, 15, 10, 15, 20, u'?', 10, 10, 15, 20]",6,10,"prior",-99,"herb","make the animals sleepy","common_weak","ollers",0.29,"animals"
15,75688,"causals","animal make sleepy",0,"makes CATEGORY sleepy","[10, 20, 15, 10, 15, 20, u'?', 10, 10, 15, 20]",6,10,"prior",-99,"herb","make the animals sleepy","common_weak","ollers",0.2,"animals"
16,69490,"causals","rocks dissolve",0,"makes CATEGORY dissolve","[75, 65, 65, 75, 80, 90, 80, 75, u'?', 80, 90]",8,10,"prior",-99,"compound","make the rocks dissolve","common_strong","stups",0.46,"rocks"
16,69490,"causals","rocks dissolve",0,"makes CATEGORY dissolve","[75, 65, 65, 75, 80, 90, 80, 75, u'?', 80, 90]",8,10,"prior",-99,"compound","make the rocks dissolve","common_strong","stups",0.62,"rocks"
16,69490,"causals","rocks dissolve",0,"makes CATEGORY dissolve","[75, 65, 65, 75, 80, 90, 80, 75, u'?', 80, 90]",8,10,"prior",-99,"compound","make the rocks dissolve","common_strong","stups",0.78,"rocks"
16,69490,"causals","rocks dissolve",0,"makes CATEGORY dissolve","[75, 65, 65, 75, 80, 90, 80, 75, u'?', 80, 90]",8,10,"prior",-99,"compound","make the rocks dissolve","common_strong","stups",0.61,"rocks"
16,69490,"causals","rocks dissolve",0,"makes CATEGORY dissolve","[75, 65, 65, 75, 80, 90, 80, 75, u'?', 80, 90]",8,10,"prior",-99,"compound","make the rocks dissolve","common_strong","stups",0.68,"rocks"
17,135986,"causals","rocks dissolve",0,"makes CATEGORY dissolve","[10, 20, u'?', 15, 10, 15, 20, 10, 10, 15, 20]",2,10,"prior",-99,"compound","make the rocks dissolve","common_weak","javs",0.2,"rocks"
17,135986,"causals","rocks dissolve",0,"makes CATEGORY dissolve","[10, 20, u'?', 15, 10, 15, 20, 10, 10, 15, 20]",2,10,"prior",-99,"compound","make the rocks dissolve","common_weak","javs",0.22,"rocks"
17,135986,"causals","rocks dissolve",0,"makes CATEGORY dissolve","[10, 20, u'?', 15, 10, 15, 20, 10, 10, 15, 20]",2,10,"prior",-99,"compound","make the rocks dissolve","common_weak","javs",0.27,"rocks"
17,135986,"causals","rocks dissolve",0,"makes CATEGORY dissolve","[10, 20, u'?', 15, 10, 15, 20, 10, 10, 15, 20]",2,10,"prior",-99,"compound","make the rocks dissolve","common_weak","javs",0.32,"rocks"
17,135986,"causals","rocks dissolve",0,"makes CATEGORY dissolve","[10, 20, u'?', 15, 10, 15, 20, 10, 10, 15, 20]",2,10,"prior",-99,"compound","make the rocks dissolve","common_weak","javs",0.38,"rocks"
18,9586,"causals","plant grow indoors",0,"makes CATEGORY grow tall","[75, u'?', 0, 65, 0, 80, 90, 0, 0, 80, 90]",1,10,"prior",-99,"fertilizer","make the plants grow tall","rare_strong","reesles",0.38,"plants"
18,9586,"causals","plant grow indoors",0,"makes CATEGORY grow tall","[75, u'?', 0, 65, 0, 80, 90, 0, 0, 80, 90]",1,10,"prior",-99,"fertilizer","make the plants grow tall","rare_strong","reesles",0.45,"plants"
18,9586,"causals","plant grow indoors",0,"makes CATEGORY grow tall","[75, u'?', 0, 65, 0, 80, 90, 0, 0, 80, 90]",1,10,"prior",-99,"fertilizer","make the plants grow tall","rare_strong","reesles",0.36,"plants"
18,9586,"causals","plant grow indoors",0,"makes CATEGORY grow tall","[75, u'?', 0, 65, 0, 80, 90, 0, 0, 80, 90]",1,10,"prior",-99,"fertilizer","make the plants grow tall","rare_strong","reesles",0.38,"plants"
18,9586,"causals","plant grow indoors",0,"makes CATEGORY grow tall","[75, u'?', 0, 65, 0, 80, 90, 0, 0, 80, 90]",1,10,"prior",-99,"fertilizer","make the plants grow tall","rare_strong","reesles",0.47,"plants"
19,77849,"causals","animal make sleepy",0,"makes CATEGORY sleepy","[0, 0, 100, 100, 0, u'?', 0, 100, 0, 0, 100]",5,10,"prior",-99,"herb","make the animals sleepy","rare_deterministic","plovs",1,"animals"
19,77849,"causals","animal make sleepy",0,"makes CATEGORY sleepy","[0, 0, 100, 100, 0, u'?', 0, 100, 0, 0, 100]",5,10,"prior",-99,"herb","make the animals sleepy","rare_deterministic","plovs",0,"animals"
19,77849,"causals","animal make sleepy",0,"makes CATEGORY sleepy","[0, 0, 100, 100, 0, u'?', 0, 100, 0, 0, 100]",5,10,"prior",-99,"herb","make the animals sleepy","rare_deterministic","plovs",1,"animals"
19,77849,"causals","animal make sleepy",0,"makes CATEGORY sleepy","[0, 0, 100, 100, 0, u'?', 0, 100, 0, 0, 100]",5,10,"prior",-99,"herb","make the animals sleepy","rare_deterministic","plovs",0,"animals"
19,77849,"causals","animal make sleepy",0,"makes CATEGORY sleepy","[0, 0, 100, 100, 0, u'?', 0, 100, 0, 0, 100]",5,10,"prior",-99,"herb","make the animals sleepy","rare_deterministic","plovs",0,"animals"
20,8082,"causals","plant grow indoors",0,"makes CATEGORY grow tall","[10, 20, u'?', 15, 10, 15, 20, 10, 10, 15, 20]",2,10,"prior",-99,"fertilizer","make the plants grow tall","common_weak","zoovs",0.5,"plants"
20,8082,"causals","plant grow indoors",0,"makes CATEGORY grow tall","[10, 20, u'?', 15, 10, 15, 20, 10, 10, 15, 20]",2,10,"prior",-99,"fertilizer","make the plants grow tall","common_weak","zoovs",0.4,"plants"
20,8082,"causals","plant grow indoors",0,"makes CATEGORY grow tall","[10, 20, u'?', 15, 10, 15, 20, 10, 10, 15, 20]",2,10,"prior",-99,"fertilizer","make the plants grow tall","common_weak","zoovs",0.47,"plants"
20,8082,"causals","plant grow indoors",0,"makes CATEGORY grow tall","[10, 20, u'?', 15, 10, 15, 20, 10, 10, 15, 20]",2,10,"prior",-99,"fertilizer","make the plants grow tall","common_weak","zoovs",0.47,"plants"
20,8082,"causals","plant grow indoors",0,"makes CATEGORY grow tall","[10, 20, u'?', 15, 10, 15, 20, 10, 10, 15, 20]",2,10,"prior",-99,"fertilizer","make the plants grow tall","common_weak","zoovs",0.57,"plants"
21,116965,"causals","plant grow indoors",0,"makes CATEGORY grow tall","[0, 0, u'?', 100, 100, 0, 0, 100, 0, 0, 100]",2,10,"prior",-99,"fertilizer","make the plants grow tall","rare_deterministic","javs",0.19,"plants"
21,116965,"causals","plant grow indoors",0,"makes CATEGORY grow tall","[0, 0, u'?', 100, 100, 0, 0, 100, 0, 0, 100]",2,10,"prior",-99,"fertilizer","make the plants grow tall","rare_deterministic","javs",0.19,"plants"
21,116965,"causals","plant grow indoors",0,"makes CATEGORY grow tall","[0, 0, u'?', 100, 100, 0, 0, 100, 0, 0, 100]",2,10,"prior",-99,"fertilizer","make the plants grow tall","rare_deterministic","javs",0.19,"plants"
21,116965,"causals","plant grow indoors",0,"makes CATEGORY grow tall","[0, 0, u'?', 100, 100, 0, 0, 100, 0, 0, 100]",2,10,"prior",-99,"fertilizer","make the plants grow tall","rare_deterministic","javs",0.2,"plants"
21,116965,"causals","plant grow indoors",0,"makes CATEGORY grow tall","[0, 0, u'?', 100, 100, 0, 0, 100, 0, 0, 100]",2,10,"prior",-99,"fertilizer","make the plants grow tall","rare_deterministic","javs",0.2,"plants"
22,114220,"causals","rocks dissolve",0,"makes CATEGORY dissolve","[10, 20, 15, 10, 15, 20, u'?', 10, 10, 15, 20]",6,10,"prior",-99,"compound","make the rocks dissolve","common_weak","blins",0.15,"rocks"
22,114220,"causals","rocks dissolve",0,"makes CATEGORY dissolve","[10, 20, 15, 10, 15, 20, u'?', 10, 10, 15, 20]",6,10,"prior",-99,"compound","make the rocks dissolve","common_weak","blins",0.29,"rocks"
22,114220,"causals","rocks dissolve",0,"makes CATEGORY dissolve","[10, 20, 15, 10, 15, 20, u'?', 10, 10, 15, 20]",6,10,"prior",-99,"compound","make the rocks dissolve","common_weak","blins",0.43,"rocks"
22,114220,"causals","rocks dissolve",0,"makes CATEGORY dissolve","[10, 20, 15, 10, 15, 20, u'?', 10, 10, 15, 20]",6,10,"prior",-99,"compound","make the rocks dissolve","common_weak","blins",0.32,"rocks"
22,114220,"causals","rocks dissolve",0,"makes CATEGORY dissolve","[10, 20, 15, 10, 15, 20, u'?', 10, 10, 15, 20]",6,10,"prior",-99,"compound","make the rocks dissolve","common_weak","blins",0.31,"rocks"
23,60667,"causals","rocks dissolve",0,"makes CATEGORY dissolve","[0, u'?', 20, 0, 10, 0, 0, 15, 0, 20, 0]",1,10,"prior",-99,"compound","make the rocks dissolve","rare_weak","lorches",1,"rocks"
23,60667,"causals","rocks dissolve",0,"makes CATEGORY dissolve","[0, u'?', 20, 0, 10, 0, 0, 15, 0, 20, 0]",1,10,"prior",-99,"compound","make the rocks dissolve","rare_weak","lorches",0.63,"rocks"
23,60667,"causals","rocks dissolve",0,"makes CATEGORY dissolve","[0, u'?', 20, 0, 10, 0, 0, 15, 0, 20, 0]",1,10,"prior",-99,"compound","make the rocks dissolve","rare_weak","lorches",0.53,"rocks"
23,60667,"causals","rocks dissolve",0,"makes CATEGORY dissolve","[0, u'?', 20, 0, 10, 0, 0, 15, 0, 20, 0]",1,10,"prior",-99,"compound","make the rocks dissolve","rare_weak","lorches",1,"rocks"
23,60667,"causals","rocks dissolve",0,"makes CATEGORY dissolve","[0, u'?', 20, 0, 10, 0, 0, 15, 0, 20, 0]",1,10,"prior",-99,"compound","make the rocks dissolve","rare_weak","lorches",0.44,"rocks"
24,50453,"causals","plant grow indoors",0,"makes CATEGORY grow tall","[85, 75, 15, 75, 10, 90, 90, u'?', 80, 10, 20]",7,10,"prior",-99,"fertilizer","make the plants grow tall","weak_or_strong","pangolins",0.19,"plants"
24,50453,"causals","plant grow indoors",0,"makes CATEGORY grow tall","[85, 75, 15, 75, 10, 90, 90, u'?', 80, 10, 20]",7,10,"prior",-99,"fertilizer","make the plants grow tall","weak_or_strong","pangolins",0.29,"plants"
24,50453,"causals","plant grow indoors",0,"makes CATEGORY grow tall","[85, 75, 15, 75, 10, 90, 90, u'?', 80, 10, 20]",7,10,"prior",-99,"fertilizer","make the plants grow tall","weak_or_strong","pangolins",0.23,"plants"
