type,item,cat,param,gender,val
prior,drinks coffee,mix,null,NA,0.25021196164395293
prior,drinks coffee,mix,1,NA,0.7455927518843847
prior,drinks coffee,mix,2,NA,0.004195286471662374
prior,drinks coffee,mu,1,NA,5.495369202224538
prior,drinks coffee,sigma,1,NA,1.4353017506655306
prior,drinks coffee,mu,2,NA,0.5909176070708781
prior,drinks coffee,sigma,2,NA,5.360121766105294
predictive,drinks coffee,s1,2 weeks,8.25,0.6377737582899605
predictive,drinks coffee,s1,year,3.25,0.4917061736542263
prior,plays the banjo,mix,null,NA,0.7997655389618856
prior,plays the banjo,mix,1,NA,0.1709120704424604
prior,plays the banjo,mix,2,NA,0.029322390595653804
prior,plays the banjo,mu,1,NA,2.5091651037801057
prior,plays the banjo,sigma,1,NA,6.879786291858181
prior,plays the banjo,mu,2,NA,1.765976314432919
prior,plays the banjo,sigma,2,NA,7.885653586592525
predictive,plays the banjo,s1,2 years,1.75,0.7649324237272963
predictive,plays the banjo,s1,5 years,0.75,0.7174003947707224
predictive,plays the banjo,s1,year,3.25,0.8121679535951111
prior,writes poems,mix,null,NA,0.7405877836097735
prior,writes poems,mix,1,NA,0.08306902947451669
prior,writes poems,mix,2,NA,0.17634318691570983
prior,writes poems,mu,1,NA,0.6860424061305821
prior,writes poems,sigma,1,NA,4.162209170404822
prior,writes poems,mu,2,NA,1.1404812831897289
prior,writes poems,sigma,2,NA,1.8057322490494698
predictive,writes poems,s1,year,3.25,0.8164382638110236
predictive,writes poems,s1,5 years,0.75,0.7230906359348471
prior,goes to the ballet,mix,null,NA,0.8998692657801878
prior,goes to the ballet,mix,1,NA,0.09261506435646277
prior,goes to the ballet,mix,2,NA,0.0075156698633493625
prior,goes to the ballet,mu,1,NA,1.624891153536737
prior,goes to the ballet,sigma,1,NA,2.1855365987867117
prior,goes to the ballet,mu,2,NA,2.540845259092748
prior,goes to the ballet,sigma,2,NA,5.038470707368106
predictive,goes to the ballet,s1,year,3.25,0.8845466815172769
predictive,goes to the ballet,s1,2 years,1.75,0.8522004126733314
predictive,goes to the ballet,s1,month,8.25,0.9330868001307374
prior,listens to Pandora,mix,null,NA,0.6264908003387807
prior,listens to Pandora,mix,1,NA,0.3700857490440102
prior,listens to Pandora,mix,2,NA,0.003423450617209177
prior,listens to Pandora,mu,1,NA,4.6200767701957375
prior,listens to Pandora,sigma,1,NA,3.1431797863915563
prior,listens to Pandora,mu,2,NA,1.2248679990880191
prior,listens to Pandora,sigma,2,NA,8.291234569415039
predictive,listens to Pandora,s1,year,3.25,0.6841986367131194
predictive,listens to Pandora,s1,week,8.25,0.797707581771711
prior,listens to live music,mix,null,NA,0.4717797483735523
prior,listens to live music,mix,1,NA,0.503133031782126
prior,listens to live music,mix,2,NA,0.02508721984432184
prior,listens to live music,mu,1,NA,1.5192731728311628
prior,listens to live music,sigma,1,NA,1.7297044747974724
prior,listens to live music,mu,2,NA,0.5261836326681077
prior,listens to live music,sigma,2,NA,4.213837493211031
predictive,listens to live music,s1,month,8.25,0.8161493433729572
predictive,listens to live music,s1,year,3.25,0.7092162479245184
prior,wears a watch,mix,null,NA,0.4538362661874728
prior,wears a watch,mix,1,NA,0.13655531932345333
prior,wears a watch,mix,2,NA,0.409608414489074
prior,wears a watch,mu,1,NA,0.5898907378736276
prior,wears a watch,sigma,1,NA,7.117895812240384
prior,wears a watch,mu,2,NA,5.814766822149977
prior,wears a watch,sigma,2,NA,0.1570335114910855
predictive,wears a watch,s1,month,8.25,0.7143397247688672
predictive,wears a watch,s1,6 months,6.25,0.672228712451569
prior,sells companies,mix,null,NA,0.696011910525002
prior,sells companies,mix,1,NA,0.005701050152571622
prior,sells companies,mix,2,NA,0.29828703932242645
prior,sells companies,mu,1,NA,2.1173688999842852
prior,sells companies,sigma,1,NA,6.4373236913233995
prior,sells companies,mu,2,NA,-0.4713214065413922
prior,sells companies,sigma,2,NA,1.5262544450815767
predictive,sells companies,s1,5 years,0.75,0.775396502245854
predictive,sells companies,s1,year,3.25,0.8546557663861861
prior,wears a suit,mix,null,NA,0.65759813275153
prior,wears a suit,mix,1,NA,0.24780693463219497
prior,wears a suit,mix,2,NA,0.09459493261627508
prior,wears a suit,mu,1,NA,2.4976359526626766
prior,wears a suit,sigma,1,NA,3.146980711026117
prior,wears a suit,mu,2,NA,5.026453752303496
prior,wears a suit,sigma,2,NA,3.312232230557129
predictive,wears a suit,s1,week,8.25,0.8304338169503858
predictive,wears a suit,s1,6 months,6.25,0.800661213839931
prior,volunteers for political campaigns,mix,null,NA,0.8579721672932911
prior,volunteers for political campaigns,mix,1,NA,0.08556759259083666
prior,volunteers for political campaigns,mix,2,NA,0.05646024011587219
prior,volunteers for political campaigns,mu,1,NA,-0.13104428467340767
prior,volunteers for political campaigns,sigma,1,NA,1.9740303030703217
prior,volunteers for political campaigns,mu,2,NA,3.835419029928744
prior,volunteers for political campaigns,sigma,2,NA,0.9700451446372087
predictive,volunteers for political campaigns,s1,year,3.25,0.8648479747804315
predictive,volunteers for political campaigns,s1,5 years,0.75,0.789779623973314
prior,wears slacks,mix,null,NA,0.27318084034772644
prior,wears slacks,mix,1,NA,0.6851485704014065
prior,wears slacks,mix,2,NA,0.04167058925086693
prior,wears slacks,mu,1,NA,4.558142879512161
prior,wears slacks,sigma,1,NA,1.3090120083652437
prior,wears slacks,mu,2,NA,2.2736913575790823
prior,wears slacks,sigma,2,NA,4.999702351167798
predictive,wears slacks,s1,month,8.25,0.6721402986587403
predictive,wears slacks,s1,6 months,6.25,0.6270562109605734
prior,watches professional football,mix,null,NA,0.38354608307597543
prior,watches professional football,mix,1,NA,0.6072651196165773
prior,watches professional football,mix,2,NA,0.00918879730744744
prior,watches professional football,mu,1,NA,2.741879159351811
prior,watches professional football,sigma,1,NA,1.4969563798513263
prior,watches professional football,mu,2,NA,-0.4847032427787781
prior,watches professional football,sigma,2,NA,7.491560509894043
predictive,watches professional football,s1,year,3.25,0.6292692397350943
predictive,watches professional football,s1,2 years,1.75,0.5609057049264731
predictive,watches professional football,s1,month,8.25,0.7554651999626449
prior,wears socks,mix,null,NA,0.10701468559654542
prior,wears socks,mix,1,NA,0.39230485310041596
prior,wears socks,mix,2,NA,0.5006804613030386
prior,wears socks,mu,1,NA,4.3459346941672266
prior,wears socks,sigma,1,NA,4.293292794842273
prior,wears socks,mu,2,NA,3.4609144607093185
prior,wears socks,sigma,2,NA,3.989402561215684
predictive,wears socks,s1,week,8.25,0.667920017815073
predictive,wears socks,s1,6 months,6.25,0.6225814646391442
prior,smokes cigarettes,mix,null,NA,0.7778249948458555
prior,smokes cigarettes,mix,1,NA,0.01739497506294862
prior,smokes cigarettes,mix,2,NA,0.20478003009119583
prior,smokes cigarettes,mu,1,NA,-1.2620297111472665
prior,smokes cigarettes,sigma,1,NA,6.164588637650013
prior,smokes cigarettes,mu,2,NA,6.7932996524032205
prior,smokes cigarettes,sigma,2,NA,2.7174570898059756
predictive,smokes cigarettes,s1,year,3.25,0.7427189716037317
predictive,smokes cigarettes,s1,month,8.25,0.8401093233982309
prior,goes to the movies,mix,null,NA,0.28526896680478214
prior,goes to the movies,mix,1,NA,0.1534506879861922
prior,goes to the movies,mix,2,NA,0.5612803452090257
prior,goes to the movies,mu,1,NA,3.6420958617236465
prior,goes to the movies,sigma,1,NA,7.152867382096725
prior,goes to the movies,mu,2,NA,2.2362561309710145
prior,goes to the movies,sigma,2,NA,1.036627578549087
predictive,goes to the movies,s1,year,3.25,0.6129397817818094
predictive,goes to the movies,s1,month,8.25,0.7424189687812786
predictive,goes to the movies,s1,2 years,1.75,0.5437483213185388
prior,sells things on eBay,mix,null,NA,0.6790865656626701
prior,sells things on eBay,mix,1,NA,0.0040274431273506954
prior,sells things on eBay,mix,2,NA,0.3168859912099792
prior,sells things on eBay,mu,1,NA,4.850229739909992
prior,sells things on eBay,sigma,1,NA,9.634590891579894
prior,sells things on eBay,mu,2,NA,0.8892115044873208
prior,sells things on eBay,sigma,2,NA,2.452956826193258
predictive,sells things on eBay,s1,year,3.25,0.7971819350689496
predictive,sells things on eBay,s1,5 years,0.75,0.6976680138999473
prior,eats peanut butter,mix,null,NA,0.32173657669981937
prior,eats peanut butter,mix,1,NA,0.28008319361218825
prior,eats peanut butter,mix,2,NA,0.39818022968799255
prior,eats peanut butter,mu,1,NA,4.767974790651351
prior,eats peanut butter,sigma,1,NA,3.227064555743709
prior,eats peanut butter,mu,2,NA,4.337021348532289
prior,eats peanut butter,sigma,2,NA,0.6281408087816089
predictive,eats peanut butter,s1,month,8.25,0.6920057471601581
predictive,eats peanut butter,s1,5 years,0.75,0.42020406337469796
predictive,eats peanut butter,s1,year,3.25,0.5524612509805402
prior,watches space launches,mix,null,NA,0.49903002415833897
prior,watches space launches,mix,1,NA,0.1867178148272622
prior,watches space launches,mix,2,NA,0.31425216101439885
prior,watches space launches,mu,1,NA,-0.828853740632898
prior,watches space launches,sigma,1,NA,7.3188827354460955
prior,watches space launches,mu,2,NA,-1.3876373509033644
prior,watches space launches,sigma,2,NA,2.498457048786804
predictive,watches space launches,s1,month,8.25,0.8536467273787296
predictive,watches space launches,s1,year,3.25,0.7621677533378514
predictive,watches space launches,s1,2 years,1.75,0.7068961118599086
prior,runs,mix,null,NA,0.5524745396838447
prior,runs,mix,1,NA,0.3671302000774597
prior,runs,mix,2,NA,0.08039526023869553
prior,runs,mu,1,NA,5.181953207352523
prior,runs,sigma,1,NA,1.7026533044409007
prior,runs,mu,2,NA,2.401039198739454
prior,runs,sigma,2,NA,5.164145985152572
predictive,runs,s1,year,3.25,0.6303336346399191
predictive,runs,s1,2 months,8.25,0.7563075892098898
predictive,runs,s1,2 years,1.75,0.5620297682997405
prior,drinks beer,mix,null,NA,0.3978211800663777
prior,drinks beer,mix,1,NA,0.13775561697869015
prior,drinks beer,mix,2,NA,0.46442320295493217
prior,drinks beer,mu,1,NA,2.4772255641873926
prior,drinks beer,sigma,1,NA,3.237855764105916
prior,drinks beer,mu,2,NA,4.201839208835736
prior,drinks beer,sigma,2,NA,0.8409858290106058
predictive,drinks beer,s1,week,8.25,0.7262514949295664
predictive,drinks beer,s1,year,3.25,0.593099521686658
param,speakerOptimality,s1,NA,NA,0.9880507981956986
param,nullDist,mu,NA,NA,-2.4682817924767733
param,nullDist,sigma,NA,NA,0.06440028058527157
prior,plays tennis,mix,null,NA,0.5165682205408282
prior,plays tennis,mix,1,NA,0.18082978482910192
prior,plays tennis,mix,2,NA,0.3026019946300698
prior,plays tennis,mu,1,NA,-0.3720682605635375
prior,plays tennis,sigma,1,NA,3.1991415296215564
prior,plays tennis,mu,2,NA,2.9948161558713764
prior,plays tennis,sigma,2,NA,3.0216898936778307
predictive,plays tennis,s1,5 years,0.75,0.5795841700033645
predictive,plays tennis,s1,year,3.25,0.7013264978480419
predictive,plays tennis,s1,2 years,1.75,0.6386196456729764
prior,volunteers for soup kitchens,mix,null,NA,0.7772047910738269
prior,volunteers for soup kitchens,mix,1,NA,0.21981604158139018
prior,volunteers for soup kitchens,mix,2,NA,0.0029791673447829617
prior,volunteers for soup kitchens,mu,1,NA,2.3668021294288337
prior,volunteers for soup kitchens,sigma,1,NA,5.1154723558574915
prior,volunteers for soup kitchens,mu,2,NA,6.300970687674811
prior,volunteers for soup kitchens,sigma,2,NA,4.649606284219772
predictive,volunteers for soup kitchens,s1,year,3.25,0.8008185317587633
predictive,volunteers for soup kitchens,s1,5 years,0.75,0.702422867264492
prior,writes novels,mix,null,NA,0.9645667465536175
prior,writes novels,mix,1,NA,0.007211293349249197
prior,writes novels,mix,2,NA,0.02822196009713335
prior,writes novels,mu,1,NA,4.330819209804758
prior,writes novels,sigma,1,NA,6.882814597215972
prior,writes novels,mu,2,NA,-0.5991993143688887
prior,writes novels,sigma,2,NA,1.008289170684293
predictive,writes novels,s1,year,3.25,0.9303003595320832
predictive,writes novels,s1,5 years,0.75,0.8868294204355549
prior,eats caviar,mix,null,NA,0.7199630090507169
prior,eats caviar,mix,1,NA,0.2753959725792383
prior,eats caviar,mix,2,NA,0.004641018370044757
prior,eats caviar,mu,1,NA,1.1907656223047525
prior,eats caviar,sigma,1,NA,2.4624075156170875
prior,eats caviar,mu,2,NA,-0.2546309919562191
prior,eats caviar,sigma,2,NA,8.043570316862315
predictive,eats caviar,s1,year,3.25,0.8059528801628518
predictive,eats caviar,s1,month,8.25,0.8831720025004627
predictive,eats caviar,s1,5 years,0.75,0.7091724694540199
prior,wears a bra,mix,null,NA,0.48627050284796375
prior,wears a bra,mix,1,NA,0.2139839937317676
prior,wears a bra,mix,2,NA,0.2997455034202687
prior,wears a bra,mu,1,NA,3.1644275404978544
prior,wears a bra,sigma,1,NA,7.392851263284683
prior,wears a bra,mu,2,NA,3.238970633596182
prior,wears a bra,sigma,2,NA,2.8955620802007616
predictive,wears a bra,s1,6 months,6.25,0.7400413627926721
predictive,wears a bra,s1,month,8.25,0.7763387608386606
prior,hikes,mix,null,NA,0.5575551764495265
prior,hikes,mix,1,NA,0.3467342348401882
prior,hikes,mix,2,NA,0.0957105887102852
prior,hikes,mu,1,NA,1.2935426626216489
prior,hikes,sigma,1,NA,2.3373810914345086
prior,hikes,mu,2,NA,2.0508464430458844
prior,hikes,sigma,2,NA,1.4240226680412889
predictive,hikes,s1,2 months,8.25,0.8361835547658079
predictive,hikes,s1,2 years,1.75,0.6785168369536745
predictive,hikes,s1,year,3.25,0.7371501454949799
prior,climbs mountains,mix,null,NA,0.6301988478209218
prior,climbs mountains,mix,1,NA,0.31788523223642007
prior,climbs mountains,mix,2,NA,0.051915919942658026
prior,climbs mountains,mu,1,NA,0.5264834101926144
prior,climbs mountains,sigma,1,NA,1.8736767987720668
prior,climbs mountains,mu,2,NA,2.712760697118938
prior,climbs mountains,sigma,2,NA,3.794722826452926
predictive,climbs mountains,s1,5 years,0.75,0.6862723257344391
predictive,climbs mountains,s1,year,3.25,0.7883995399827008
predictive,climbs mountains,s1,2 years,1.75,0.7371214667914793
prior,drinks coffee,mix,null,NA,0.25021196164395293
prior,drinks coffee,mix,1,NA,0.7455927518843847
prior,drinks coffee,mix,2,NA,0.004195286471662374
prior,drinks coffee,mu,1,NA,5.495369202224538
prior,drinks coffee,sigma,1,NA,1.4353017506655306
prior,drinks coffee,mu,2,NA,0.5909176070708781
prior,drinks coffee,sigma,2,NA,5.360121766105294
predictive,drinks coffee,s1,2 weeks,8.25,0.6377737582899605
predictive,drinks coffee,s1,year,3.25,0.4917061736542263
prior,plays the banjo,mix,null,NA,0.7997655389618856
prior,plays the banjo,mix,1,NA,0.1709120704424604
prior,plays the banjo,mix,2,NA,0.029322390595653804
prior,plays the banjo,mu,1,NA,2.5091651037801057
prior,plays the banjo,sigma,1,NA,6.879786291858181
prior,plays the banjo,mu,2,NA,1.765976314432919
prior,plays the banjo,sigma,2,NA,7.885653586592525
predictive,plays the banjo,s1,2 years,1.75,0.7649324237272963
predictive,plays the banjo,s1,5 years,0.75,0.7174003947707224
predictive,plays the banjo,s1,year,3.25,0.8121679535951111
prior,writes poems,mix,null,NA,0.7405877836097735
prior,writes poems,mix,1,NA,0.08306902947451669
prior,writes poems,mix,2,NA,0.17634318691570983
prior,writes poems,mu,1,NA,0.6860424061305821
prior,writes poems,sigma,1,NA,4.162209170404822
prior,writes poems,mu,2,NA,1.1404812831897289
prior,writes poems,sigma,2,NA,1.8057322490494698
predictive,writes poems,s1,year,3.25,0.8164382638110236
predictive,writes poems,s1,5 years,0.75,0.7230906359348471
prior,goes to the ballet,mix,null,NA,0.8998692657801878
prior,goes to the ballet,mix,1,NA,0.09261506435646277
prior,goes to the ballet,mix,2,NA,0.0075156698633493625
prior,goes to the ballet,mu,1,NA,1.624891153536737
prior,goes to the ballet,sigma,1,NA,2.1855365987867117
prior,goes to the ballet,mu,2,NA,2.540845259092748
prior,goes to the ballet,sigma,2,NA,5.038470707368106
predictive,goes to the ballet,s1,year,3.25,0.8845466815172769
predictive,goes to the ballet,s1,2 years,1.75,0.8522004126733314
predictive,goes to the ballet,s1,month,8.25,0.9330868001307374
prior,listens to Pandora,mix,null,NA,0.6508076016846118
prior,listens to Pandora,mix,1,NA,0.3456360688617605
prior,listens to Pandora,mix,2,NA,0.0035563294536277196
prior,listens to Pandora,mu,1,NA,4.6200767701957375
prior,listens to Pandora,sigma,1,NA,3.1431797863915563
prior,listens to Pandora,mu,2,NA,1.587743264855817
prior,listens to Pandora,sigma,2,NA,8.291234569415039
predictive,listens to Pandora,s1,year,3.25,0.6966047383159993
predictive,listens to Pandora,s1,week,8.25,0.8069129507456171
prior,listens to live music,mix,null,NA,0.4717797483735523
prior,listens to live music,mix,1,NA,0.503133031782126
prior,listens to live music,mix,2,NA,0.02508721984432184
prior,listens to live music,mu,1,NA,1.5192731728311628
prior,listens to live music,sigma,1,NA,1.7297044747974724
prior,listens to live music,mu,2,NA,0.5261836326681077
prior,listens to live music,sigma,2,NA,4.213837493211031
predictive,listens to live music,s1,month,8.25,0.8161493433729572
predictive,listens to live music,s1,year,3.25,0.7092162479245184
prior,wears a watch,mix,null,NA,0.4538362661874728
prior,wears a watch,mix,1,NA,0.13655531932345333
prior,wears a watch,mix,2,NA,0.409608414489074
prior,wears a watch,mu,1,NA,0.5898907378736276
prior,wears a watch,sigma,1,NA,7.117895812240384
prior,wears a watch,mu,2,NA,5.814766822149977
prior,wears a watch,sigma,2,NA,0.1570335114910855
predictive,wears a watch,s1,month,8.25,0.7143397247688672
predictive,wears a watch,s1,6 months,6.25,0.672228712451569
prior,sells companies,mix,null,NA,0.696011910525002
prior,sells companies,mix,1,NA,0.005701050152571622
prior,sells companies,mix,2,NA,0.29828703932242645
prior,sells companies,mu,1,NA,2.1173688999842852
prior,sells companies,sigma,1,NA,6.4373236913233995
prior,sells companies,mu,2,NA,-0.4713214065413922
prior,sells companies,sigma,2,NA,1.5262544450815767
predictive,sells companies,s1,5 years,0.75,0.775396502245854
predictive,sells companies,s1,year,3.25,0.8546557663861861
prior,wears a suit,mix,null,NA,0.65759813275153
prior,wears a suit,mix,1,NA,0.24780693463219497
prior,wears a suit,mix,2,NA,0.09459493261627508
prior,wears a suit,mu,1,NA,2.4976359526626766
prior,wears a suit,sigma,1,NA,3.146980711026117
prior,wears a suit,mu,2,NA,5.026453752303496
prior,wears a suit,sigma,2,NA,3.312232230557129
predictive,wears a suit,s1,week,8.25,0.8304338169503858
predictive,wears a suit,s1,6 months,6.25,0.800661213839931
prior,volunteers for political campaigns,mix,null,NA,0.8579721672932911
prior,volunteers for political campaigns,mix,1,NA,0.08556759259083666
prior,volunteers for political campaigns,mix,2,NA,0.05646024011587219
prior,volunteers for political campaigns,mu,1,NA,-0.13104428467340767
prior,volunteers for political campaigns,sigma,1,NA,1.9740303030703217
prior,volunteers for political campaigns,mu,2,NA,3.835419029928744
prior,volunteers for political campaigns,sigma,2,NA,0.9700451446372087
predictive,volunteers for political campaigns,s1,year,3.25,0.8648479747804315
predictive,volunteers for political campaigns,s1,5 years,0.75,0.789779623973314
prior,wears slacks,mix,null,NA,0.27318084034772644
prior,wears slacks,mix,1,NA,0.6851485704014065
prior,wears slacks,mix,2,NA,0.04167058925086693
prior,wears slacks,mu,1,NA,4.558142879512161
prior,wears slacks,sigma,1,NA,1.2595022355671972
prior,wears slacks,mu,2,NA,2.2736913575790823
prior,wears slacks,sigma,2,NA,4.999702351167798
predictive,wears slacks,s1,month,8.25,0.6720876077069471
predictive,wears slacks,s1,6 months,6.25,0.6270002953281599
prior,watches professional football,mix,null,NA,0.38354608307597543
prior,watches professional football,mix,1,NA,0.6072651196165773
prior,watches professional football,mix,2,NA,0.00918879730744744
prior,watches professional football,mu,1,NA,2.741879159351811
prior,watches professional football,sigma,1,NA,1.4969563798513263
prior,watches professional football,mu,2,NA,-0.4847032427787781
prior,watches professional football,sigma,2,NA,7.491560509894043
predictive,watches professional football,s1,year,3.25,0.6292692397350943
predictive,watches professional football,s1,2 years,1.75,0.5609057049264731
predictive,watches professional football,s1,month,8.25,0.7554651999626449
prior,wears socks,mix,null,NA,0.10701468559654542
prior,wears socks,mix,1,NA,0.39230485310041596
prior,wears socks,mix,2,NA,0.5006804613030386
prior,wears socks,mu,1,NA,4.3459346941672266
prior,wears socks,sigma,1,NA,4.293292794842273
prior,wears socks,mu,2,NA,3.4609144607093185
prior,wears socks,sigma,2,NA,3.989402561215684
predictive,wears socks,s1,week,8.25,0.667920017815073
predictive,wears socks,s1,6 months,6.25,0.6225814646391442
prior,smokes cigarettes,mix,null,NA,0.7778249948458555
prior,smokes cigarettes,mix,1,NA,0.01739497506294862
prior,smokes cigarettes,mix,2,NA,0.20478003009119583
prior,smokes cigarettes,mu,1,NA,-1.2620297111472665
prior,smokes cigarettes,sigma,1,NA,6.164588637650013
prior,smokes cigarettes,mu,2,NA,6.7932996524032205
prior,smokes cigarettes,sigma,2,NA,2.7174570898059756
predictive,smokes cigarettes,s1,year,3.25,0.7427189716037317
predictive,smokes cigarettes,s1,month,8.25,0.8401093233982309
prior,goes to the movies,mix,null,NA,0.28526896680478214
prior,goes to the movies,mix,1,NA,0.1534506879861922
prior,goes to the movies,mix,2,NA,0.5612803452090257
prior,goes to the movies,mu,1,NA,3.6420958617236465
prior,goes to the movies,sigma,1,NA,7.152867382096725
prior,goes to the movies,mu,2,NA,2.2362561309710145
prior,goes to the movies,sigma,2,NA,1.036627578549087
predictive,goes to the movies,s1,year,3.25,0.6129397817818094
predictive,goes to the movies,s1,month,8.25,0.7424189687812786
predictive,goes to the movies,s1,2 years,1.75,0.5437483213185388
prior,sells things on eBay,mix,null,NA,0.6790865656626701
prior,sells things on eBay,mix,1,NA,0.0040274431273506954
prior,sells things on eBay,mix,2,NA,0.3168859912099792
prior,sells things on eBay,mu,1,NA,4.850229739909992
prior,sells things on eBay,sigma,1,NA,9.634590891579894
prior,sells things on eBay,mu,2,NA,0.8892115044873208
prior,sells things on eBay,sigma,2,NA,2.452956826193258
predictive,sells things on eBay,s1,year,3.25,0.7971819350689496
predictive,sells things on eBay,s1,5 years,0.75,0.6976680138999473
prior,eats peanut butter,mix,null,NA,0.32173657669981937
prior,eats peanut butter,mix,1,NA,0.28008319361218825
prior,eats peanut butter,mix,2,NA,0.39818022968799255
prior,eats peanut butter,mu,1,NA,4.767974790651351
prior,eats peanut butter,sigma,1,NA,3.227064555743709
prior,eats peanut butter,mu,2,NA,4.337021348532289
prior,eats peanut butter,sigma,2,NA,0.6281408087816089
predictive,eats peanut butter,s1,month,8.25,0.6920057471601581
predictive,eats peanut butter,s1,5 years,0.75,0.42020406337469796
predictive,eats peanut butter,s1,year,3.25,0.5524612509805402
prior,watches space launches,mix,null,NA,0.49903002415833897
prior,watches space launches,mix,1,NA,0.1867178148272622
prior,watches space launches,mix,2,NA,0.31425216101439885
prior,watches space launches,mu,1,NA,-0.828853740632898
prior,watches space launches,sigma,1,NA,7.3188827354460955
prior,watches space launches,mu,2,NA,-1.3876373509033644
prior,watches space launches,sigma,2,NA,2.498457048786804
predictive,watches space launches,s1,month,8.25,0.8536467273787296
predictive,watches space launches,s1,year,3.25,0.7621677533378514
predictive,watches space launches,s1,2 years,1.75,0.7068961118599086
prior,runs,mix,null,NA,0.5524745396838447
prior,runs,mix,1,NA,0.3671302000774597
prior,runs,mix,2,NA,0.08039526023869553
prior,runs,mu,1,NA,5.181953207352523
prior,runs,sigma,1,NA,1.7026533044409007
prior,runs,mu,2,NA,2.401039198739454
prior,runs,sigma,2,NA,5.164145985152572
predictive,runs,s1,year,3.25,0.6303336346399191
predictive,runs,s1,2 months,8.25,0.7563075892098898
predictive,runs,s1,2 years,1.75,0.5620297682997405
prior,drinks beer,mix,null,NA,0.3978211800663777
prior,drinks beer,mix,1,NA,0.13775561697869015
prior,drinks beer,mix,2,NA,0.46442320295493217
prior,drinks beer,mu,1,NA,2.4772255641873926
prior,drinks beer,sigma,1,NA,3.237855764105916
prior,drinks beer,mu,2,NA,4.201839208835736
prior,drinks beer,sigma,2,NA,0.8409858290106058
predictive,drinks beer,s1,week,8.25,0.7262514949295664
predictive,drinks beer,s1,year,3.25,0.593099521686658
param,speakerOptimality,s1,NA,NA,0.9880507981956986
param,nullDist,mu,NA,NA,-2.4682817924767733
param,nullDist,sigma,NA,NA,0.06440028058527157
prior,plays tennis,mix,null,NA,0.5165682205408282
prior,plays tennis,mix,1,NA,0.18082978482910192
prior,plays tennis,mix,2,NA,0.3026019946300698
prior,plays tennis,mu,1,NA,-0.3720682605635375
prior,plays tennis,sigma,1,NA,3.1991415296215564
prior,plays tennis,mu,2,NA,2.9948161558713764
prior,plays tennis,sigma,2,NA,3.0216898936778307
predictive,plays tennis,s1,5 years,0.75,0.5795841700033645
predictive,plays tennis,s1,year,3.25,0.7013264978480419
predictive,plays tennis,s1,2 years,1.75,0.6386196456729764
prior,volunteers for soup kitchens,mix,null,NA,0.7772047910738269
prior,volunteers for soup kitchens,mix,1,NA,0.21981604158139018
prior,volunteers for soup kitchens,mix,2,NA,0.0029791673447829617
prior,volunteers for soup kitchens,mu,1,NA,2.3668021294288337
prior,volunteers for soup kitchens,sigma,1,NA,5.1154723558574915
prior,volunteers for soup kitchens,mu,2,NA,6.300970687674811
prior,volunteers for soup kitchens,sigma,2,NA,4.649606284219772
predictive,volunteers for soup kitchens,s1,year,3.25,0.8008185317587633
predictive,volunteers for soup kitchens,s1,5 years,0.75,0.702422867264492
prior,writes novels,mix,null,NA,0.9645667465536175
prior,writes novels,mix,1,NA,0.007211293349249197
prior,writes novels,mix,2,NA,0.02822196009713335
prior,writes novels,mu,1,NA,4.330819209804758
prior,writes novels,sigma,1,NA,6.882814597215972
prior,writes novels,mu,2,NA,-0.5991993143688887
prior,writes novels,sigma,2,NA,1.008289170684293
predictive,writes novels,s1,year,3.25,0.9303003595320832
predictive,writes novels,s1,5 years,0.75,0.8868294204355549
prior,eats caviar,mix,null,NA,0.7199630090507169
prior,eats caviar,mix,1,NA,0.2753959725792383
prior,eats caviar,mix,2,NA,0.004641018370044757
prior,eats caviar,mu,1,NA,1.1907656223047525
prior,eats caviar,sigma,1,NA,2.4624075156170875
prior,eats caviar,mu,2,NA,-0.2546309919562191
prior,eats caviar,sigma,2,NA,8.043570316862315
predictive,eats caviar,s1,year,3.25,0.8059528801628518
predictive,eats caviar,s1,month,8.25,0.8831720025004627
predictive,eats caviar,s1,5 years,0.75,0.7091724694540199
prior,wears a bra,mix,null,NA,0.48627050284796375
prior,wears a bra,mix,1,NA,0.2139839937317676
prior,wears a bra,mix,2,NA,0.2997455034202687
prior,wears a bra,mu,1,NA,3.0345653544645756
prior,wears a bra,sigma,1,NA,7.392851263284683
prior,wears a bra,mu,2,NA,3.238970633596182
prior,wears a bra,sigma,2,NA,2.8955620802007616
predictive,wears a bra,s1,6 months,6.25,0.7403553933545431
predictive,wears a bra,s1,month,8.25,0.7766221791695643
prior,hikes,mix,null,NA,0.5575551764495265
prior,hikes,mix,1,NA,0.3467342348401882
prior,hikes,mix,2,NA,0.0957105887102852
prior,hikes,mu,1,NA,1.2935426626216489
prior,hikes,sigma,1,NA,2.3373810914345086
prior,hikes,mu,2,NA,1.8919833472464234
prior,hikes,sigma,2,NA,1.4240226680412889
predictive,hikes,s1,2 months,8.25,0.8371555124551172
predictive,hikes,s1,2 years,1.75,0.6800663428576094
predictive,hikes,s1,year,3.25,0.7385259515699927
prior,climbs mountains,mix,null,NA,0.6301988478209218
prior,climbs mountains,mix,1,NA,0.31788523223642007
prior,climbs mountains,mix,2,NA,0.051915919942658026
prior,climbs mountains,mu,1,NA,0.5264834101926144
prior,climbs mountains,sigma,1,NA,1.8736767987720668
prior,climbs mountains,mu,2,NA,2.712760697118938
prior,climbs mountains,sigma,2,NA,3.794722826452926
