"workerid","rt","interval","trialNum","person","action","n_times"
28,21780,"week",2,"dan","drinks coffee",14
28,21780,"week",2,"jess","drinks coffee",14
28,21780,"week",2,"kathy","drinks coffee",21
28,21780,"week",2,"bob","drinks coffee",0
28,21780,"week",2,"christy","drinks coffee",7
28,21780,"week",2,"mike","drinks coffee",0
28,21780,"week",2,"ted","drinks coffee",7
28,12739,"week",3,"al","sells companies",0
28,12739,"week",3,"dan","sells companies",0
28,12739,"week",3,"jess","sells companies",0
28,12739,"week",3,"kathy","sells companies",0
28,12739,"week",3,"bob","sells companies",0
28,12739,"week",3,"christy","sells companies",0
28,12739,"week",3,"mike","sells companies",0
28,12739,"week",3,"ted","sells companies",0
28,13826,"week",4,"al","runs",0
28,13826,"week",4,"dan","runs",0
28,13826,"week",4,"jess","runs",0
28,13826,"week",4,"kathy","runs",0
28,13826,"week",4,"bob","runs",0
28,13826,"week",4,"christy","runs",0
28,13826,"week",4,"mike","runs",5
28,13826,"week",4,"ted","runs",0
28,22525,"year",5,"al","watches professional football",12
28,22525,"year",5,"dan","watches professional football",0
28,22525,"year",5,"jess","watches professional football",0
28,22525,"year",5,"kathy","watches professional football",0
28,22525,"year",5,"bob","watches professional football",5
28,22525,"year",5,"christy","watches professional football",4
28,22525,"year",5,"mike","watches professional football",12
28,22525,"year",5,"ted","watches professional football",0
28,10687,"week",6,"al","writes novels",0
28,10687,"week",6,"dan","writes novels",0
28,10687,"week",6,"jess","writes novels",0
28,10687,"week",6,"kathy","writes novels",0
28,10687,"week",6,"bob","writes novels",0
28,10687,"week",6,"christy","writes novels",0
28,10687,"week",6,"mike","writes novels",0
28,10687,"week",6,"ted","writes novels",0
28,15745,"week",7,"al","goes to the movies",0
28,15745,"week",7,"dan","goes to the movies",1
28,15745,"week",7,"jess","goes to the movies",1
28,15745,"week",7,"kathy","goes to the movies",0
28,15745,"week",7,"bob","goes to the movies",0
28,15745,"week",7,"christy","goes to the movies",1
28,15745,"week",7,"mike","goes to the movies",0
28,15745,"week",7,"ted","goes to the movies",0
28,20158,"week",8,"al","wears a suit",0
28,20158,"week",8,"dan","wears a suit",0
28,20158,"week",8,"jess","wears a suit",0
28,20158,"week",8,"kathy","wears a suit",0
28,20158,"week",8,"bob","wears a suit",0
28,20158,"week",8,"christy","wears a suit",0
28,20158,"week",8,"mike","wears a suit",0
28,20158,"week",8,"ted","wears a suit",0
28,20158,"year",8,"hypothetical","wears a suit",3
28,11182,"year",9,"al","volunteers for soup kitchens",0
28,11182,"year",9,"dan","volunteers for soup kitchens",0
28,11182,"year",9,"jess","volunteers for soup kitchens",0
28,11182,"year",9,"kathy","volunteers for soup kitchens",0
28,11182,"year",9,"bob","volunteers for soup kitchens",0
28,11182,"year",9,"christy","volunteers for soup kitchens",0
28,11182,"year",9,"mike","volunteers for soup kitchens",0
28,11182,"year",9,"ted","volunteers for soup kitchens",0
28,18192,"year",10,"al","watches space launches",0
28,18192,"year",10,"dan","watches space launches",0
28,18192,"year",10,"jess","watches space launches",0
28,18192,"year",10,"kathy","watches space launches",0
28,18192,"year",10,"bob","watches space launches",0
28,18192,"year",10,"christy","watches space launches",0
28,18192,"year",10,"mike","watches space launches",0
28,18192,"year",10,"ted","watches space launches",0
28,7842,"week",11,"al","wears socks",7
28,7842,"week",11,"dan","wears socks",7
28,7842,"week",11,"jess","wears socks",7
28,7842,"week",11,"kathy","wears socks",7
28,7842,"week",11,"bob","wears socks",7
28,7842,"week",11,"christy","wears socks",7
28,7842,"week",11,"mike","wears socks",7
28,7842,"week",11,"ted","wears socks",7
28,12255,"week",12,"al","wears a bra",0
28,12255,"week",12,"dan","wears a bra",0
28,12255,"week",12,"jess","wears a bra",7
28,12255,"week",12,"kathy","wears a bra",7
28,12255,"week",12,"bob","wears a bra",0
28,12255,"week",12,"christy","wears a bra",7
28,12255,"week",12,"mike","wears a bra",0
28,12255,"week",12,"ted","wears a bra",0
28,14275,"year",13,"al","volunteers for political campaigns",0
28,14275,"year",13,"dan","volunteers for political campaigns",0
28,14275,"year",13,"jess","volunteers for political campaigns",0
28,14275,"year",13,"kathy","volunteers for political campaigns",0
28,14275,"year",13,"bob","volunteers for political campaigns",0
28,14275,"year",13,"christy","volunteers for political campaigns",0
28,14275,"year",13,"mike","volunteers for political campaigns",0
28,14275,"year",13,"ted","volunteers for political campaigns",0
28,14635,"week",14,"al","drinks beer",7
28,14635,"week",14,"dan","drinks beer",0
28,14635,"week",14,"jess","drinks beer",0
28,14635,"week",14,"kathy","drinks beer",0
28,14635,"week",14,"bob","drinks beer",7
28,14635,"week",14,"christy","drinks beer",3
28,14635,"week",14,"mike","drinks beer",7
28,14635,"week",14,"ted","drinks beer",2
28,14211,"year",15,"al","eats caviar",0
28,14211,"year",15,"dan","eats caviar",0
28,14211,"year",15,"jess","eats caviar",0
28,14211,"year",15,"kathy","eats caviar",0
28,14211,"year",15,"bob","eats caviar",0
28,14211,"year",15,"christy","eats caviar",0
28,14211,"year",15,"mike","eats caviar",0
28,14211,"year",15,"ted","eats caviar",0
29,30359,"year",1,"George","writes poems",3
29,30359,"year",1,"Ray","writes poems",0
29,30359,"year",1,"Justin","writes poems",0
29,30359,"year",1,"Zach","writes poems",0
29,30359,"year",1,"Gary","writes poems",0
29,30359,"year",1,"Peter","writes poems",0
29,30359,"year",1,"Dav","writes poems",0
29,30359,"year",1,"Trevor","writes poems",0
29,14615,"week",2,"George","wears socks",7
29,14615,"week",2,"Ray","wears socks",7
29,14615,"week",2,"Justin","wears socks",7
29,14615,"week",2,"Zach","wears socks",7
29,14615,"week",2,"Gary","wears socks",7
29,14615,"week",2,"Peter","wears socks",7
29,14615,"week",2,"Dav","wears socks",7
29,14615,"week",2,"Trevor","wears socks",7
29,17121,"year",3,"George","sell things on eBay",3
29,17121,"year",3,"Ray","sell things on eBay",1
29,17121,"year",3,"Justin","sell things on eBay",0
29,17121,"year",3,"Zach","sell things on eBay",0
29,17121,"year",3,"Gary","sell things on eBay",0
29,17121,"year",3,"Peter","sell things on eBay",0
29,17121,"year",3,"Dav","sell things on eBay",0
29,17121,"year",3,"Trevor","sell things on eBay",0
29,20414,"5 years",4,"George","writes novels",0
29,20414,"5 years",4,"Ray","writes novels",0
29,20414,"5 years",4,"Justin","writes novels",0
29,20414,"5 years",4,"Zach","writes novels",0
29,20414,"5 years",4,"Gary","writes novels",0
29,20414,"5 years",4,"Peter","writes novels",0
29,20414,"5 years",4,"Dav","writes novels",0
29,20414,"5 years",4,"Trevor","writes novels",0
29,14079,"year",5,"George","volunteers for political campaigns",1
29,14079,"year",5,"Ray","volunteers for political campaigns",0
29,14079,"year",5,"Justin","volunteers for political campaigns",0
29,14079,"year",5,"Zach","volunteers for political campaigns",0
29,14079,"year",5,"Gary","volunteers for political campaigns",0
29,14079,"year",5,"Peter","volunteers for political campaigns",0
29,14079,"year",5,"Dav","volunteers for political campaigns",0
29,14079,"year",5,"Trevor","volunteers for political campaigns",8
29,10936,"5 years",6,"George","goes to the ballet",0
29,10936,"5 years",6,"Ray","goes to the ballet",0
29,10936,"5 years",6,"Justin","goes to the ballet",0
29,10936,"5 years",6,"Zach","goes to the ballet",0
29,10936,"5 years",6,"Gary","goes to the ballet",0
29,10936,"5 years",6,"Peter","goes to the ballet",0
29,10936,"5 years",6,"Dav","goes to the ballet",0
29,10936,"5 years",6,"Trevor","goes to the ballet",0
29,22681,"week",7,"George","drinks coffee",10
29,22681,"week",7,"Ray","drinks coffee",2
29,22681,"week",7,"Justin","drinks coffee",3
29,22681,"week",7,"Zach","drinks coffee",3
29,22681,"week",7,"Gary","drinks coffee",5
29,22681,"week",7,"Peter","drinks coffee",0
29,22681,"week",7,"Dav","drinks coffee",20
29,22681,"week",7,"Trevor","drinks coffee",5
29,15981,"week",8,"George","wears slacks",5
29,15981,"week",8,"Ray","wears slacks",1
29,15981,"week",8,"Justin","wears slacks",0
29,15981,"week",8,"Zach","wears slacks",3
29,15981,"week",8,"Gary","wears slacks",0
29,15981,"week",8,"Peter","wears slacks",5
29,15981,"week",8,"Dav","wears slacks",0
29,15981,"week",8,"Trevor","wears slacks",2
29,13712,"week",9,"George","wears a watch",5
29,13712,"week",9,"Ray","wears a watch",0
29,13712,"week",9,"Justin","wears a watch",0
29,13712,"week",9,"Zach","wears a watch",0
29,13712,"week",9,"Gary","wears a watch",0
29,13712,"week",9,"Peter","wears a watch",0
29,13712,"week",9,"Dav","wears a watch",0
29,13712,"week",9,"Trevor","wears a watch",0
29,15185,"5 years",10,"George","volunteers for soup kitchens",0
29,15185,"5 years",10,"Ray","volunteers for soup kitchens",0
29,15185,"5 years",10,"Justin","volunteers for soup kitchens",0
29,15185,"5 years",10,"Zach","volunteers for soup kitchens",0
29,15185,"5 years",10,"Gary","volunteers for soup kitchens",0
29,15185,"5 years",10,"Peter","volunteers for soup kitchens",0
29,15185,"5 years",10,"Dav","volunteers for soup kitchens",0
29,15185,"5 years",10,"Trevor","volunteers for soup kitchens",0
29,12830,"week",11,"George","listens to Pandora",4
29,12830,"week",11,"Ray","listens to Pandora",4
29,12830,"week",11,"Justin","listens to Pandora",0
29,12830,"week",11,"Zach","listens to Pandora",0
29,12830,"week",11,"Gary","listens to Pandora",0
29,12830,"week",11,"Peter","listens to Pandora",0
29,12830,"week",11,"Dav","listens to Pandora",2
29,12830,"week",11,"Trevor","listens to Pandora",2
29,21275,"5 years",12,"George","wears a bra",0
29,21275,"5 years",12,"Ray","wears a bra",0
29,21275,"5 years",12,"Justin","wears a bra",0
29,21275,"5 years",12,"Zach","wears a bra",0
29,21275,"5 years",12,"Gary","wears a bra",0
29,21275,"5 years",12,"Peter","wears a bra",0
29,21275,"5 years",12,"Dav","wears a bra",0
29,21275,"5 years",12,"Trevor","wears a bra",0
29,21275,"week",12,"hypothetical","wears a bra",7
29,9820,"5 years",13,"George","eats caviar",0
29,9820,"5 years",13,"Ray","eats caviar",0
29,9820,"5 years",13,"Justin","eats caviar",0
29,9820,"5 years",13,"Zach","eats caviar",0
29,9820,"5 years",13,"Gary","eats caviar",0
29,9820,"5 years",13,"Peter","eats caviar",0
29,9820,"5 years",13,"Dav","eats caviar",0
29,9820,"5 years",13,"Trevor","eats caviar",0
29,12360,"year",14,"George","watches space launches",1
29,12360,"year",14,"Ray","watches space launches",1
29,12360,"year",14,"Justin","watches space launches",1
29,12360,"year",14,"Zach","watches space launches",1
29,12360,"year",14,"Gary","watches space launches",1
29,12360,"year",14,"Peter","watches space launches",1
29,12360,"year",14,"Dav","watches space launches",1
29,12360,"year",14,"Trevor","watches space launches",1
29,10672,"week",15,"George","eats peanut butter",2
29,10672,"week",15,"Ray","eats peanut butter",2
29,10672,"week",15,"Justin","eats peanut butter",2
29,10672,"week",15,"Zach","eats peanut butter",2
29,10672,"week",15,"Gary","eats peanut butter",2
29,10672,"week",15,"Peter","eats peanut butter",2
29,10672,"week",15,"Dav","eats peanut butter",2
29,10672,"week",15,"Trevor","eats peanut butter",2
30,25743,"year",1,"Brian","goes to the movies",1
30,25743,"year",1,"Austin","goes to the movies",6
30,25743,"year",1,"Chris","goes to the movies",10
30,25743,"year",1,"Tom","goes to the movies",5
30,25743,"year",1,"Mary","goes to the movies",3
30,25743,"year",1,"Heather","goes to the movies",4
30,25743,"year",1,"Kevin","goes to the movies",2
30,25743,"year",1,"Mike","goes to the movies",2
30,13917,"year",2,"Brian","writes poems",0
30,13917,"year",2,"Austin","writes poems",1
30,13917,"year",2,"Chris","writes poems",0
30,13917,"year",2,"Tom","writes poems",0
30,13917,"year",2,"Mary","writes poems",10
30,13917,"year",2,"Heather","writes poems",10
30,13917,"year",2,"Kevin","writes poems",0
30,13917,"year",2,"Mike","writes poems",0
30,34469,"year",3,"Brian","watches professional football",30
30,34469,"year",3,"Austin","watches professional football",40
30,34469,"year",3,"Chris","watches professional football",2
30,34469,"year",3,"Tom","watches professional football",15
30,34469,"year",3,"Mary","watches professional football",1
30,34469,"year",3,"Heather","watches professional football",16
30,34469,"year",3,"Kevin","watches professional football",25
30,34469,"year",3,"Mike","watches professional football",35
30,17555,"year",4,"Brian","sell things on eBay",0
30,17555,"year",4,"Austin","sell things on eBay",5
30,17555,"year",4,"Chris","sell things on eBay",3
30,17555,"year",4,"Tom","sell things on eBay",0
30,17555,"year",4,"Mary","sell things on eBay",0
30,17555,"year",4,"Heather","sell things on eBay",0
30,17555,"year",4,"Kevin","sell things on eBay",0
30,17555,"year",4,"Mike","sell things on eBay",0
30,26949,"6 months",5,"Brian","listens to live music",3
30,26949,"6 months",5,"Austin","listens to live music",10
30,26949,"6 months",5,"Chris","listens to live music",1
30,26949,"6 months",5,"Tom","listens to live music",1
30,26949,"6 months",5,"Mary","listens to live music",5
30,26949,"6 months",5,"Heather","listens to live music",3
30,26949,"6 months",5,"Kevin","listens to live music",20
30,26949,"6 months",5,"Mike","listens to live music",10
30,23909,"year",6,"Brian","sells companies",5
30,23909,"year",6,"Austin","sells companies",1
30,23909,"year",6,"Chris","sells companies",1
30,23909,"year",6,"Tom","sells companies",5
30,23909,"year",6,"Mary","sells companies",0
30,23909,"year",6,"Heather","sells companies",0
30,23909,"year",6,"Kevin","sells companies",0
30,23909,"year",6,"Mike","sells companies",0
30,20417,"week",7,"Brian","wears a bra",0
30,20417,"week",7,"Austin","wears a bra",0
30,20417,"week",7,"Chris","wears a bra",0
30,20417,"week",7,"Tom","wears a bra",0
30,20417,"week",7,"Mary","wears a bra",5
30,20417,"week",7,"Heather","wears a bra",5
30,20417,"week",7,"Kevin","wears a bra",0
30,20417,"week",7,"Mike","wears a bra",0
30,14712,"week",8,"Brian","drinks coffee",5
30,14712,"week",8,"Austin","drinks coffee",7
30,14712,"week",8,"Chris","drinks coffee",5
30,14712,"week",8,"Tom","drinks coffee",5
30,14712,"week",8,"Mary","drinks coffee",6
30,14712,"week",8,"Heather","drinks coffee",5
30,14712,"week",8,"Kevin","drinks coffee",5
30,14712,"week",8,"Mike","drinks coffee",5
30,19065,"week",9,"Brian","eats peanut butter",1
30,19065,"week",9,"Austin","eats peanut butter",1
30,19065,"week",9,"Chris","eats peanut butter",1
30,19065,"week",9,"Tom","eats peanut butter",1
30,19065,"week",9,"Mary","eats peanut butter",1
30,19065,"week",9,"Heather","eats peanut butter",1
30,19065,"week",9,"Kevin","eats peanut butter",1
30,19065,"week",9,"Mike","eats peanut butter",1
30,13629,"year",10,"Brian","goes to the ballet",0
30,13629,"year",10,"Austin","goes to the ballet",0
30,13629,"year",10,"Chris","goes to the ballet",0
30,13629,"year",10,"Tom","goes to the ballet",0
30,13629,"year",10,"Mary","goes to the ballet",0
30,13629,"year",10,"Heather","goes to the ballet",1
30,13629,"year",10,"Kevin","goes to the ballet",0
30,13629,"year",10,"Mike","goes to the ballet",0
30,19472,"5 years",11,"Brian","climbs mountains",0
30,19472,"5 years",11,"Austin","climbs mountains",0
30,19472,"5 years",11,"Chris","climbs mountains",0
30,19472,"5 years",11,"Tom","climbs mountains",0
30,19472,"5 years",11,"Mary","climbs mountains",0
30,19472,"5 years",11,"Heather","climbs mountains",0
30,19472,"5 years",11,"Kevin","climbs mountains",5
30,19472,"5 years",11,"Mike","climbs mountains",0
30,21147,"5 years",12,"Brian","eats caviar",0
30,21147,"5 years",12,"Austin","eats caviar",0
30,21147,"5 years",12,"Chris","eats caviar",0
30,21147,"5 years",12,"Tom","eats caviar",0
30,21147,"5 years",12,"Mary","eats caviar",0
30,21147,"5 years",12,"Heather","eats caviar",0
30,21147,"5 years",12,"Kevin","eats caviar",0
30,21147,"5 years",12,"Mike","eats caviar",0
30,21147,"year",12,"hypothetical","eats caviar",1
30,9280,"5 years",13,"Brian","plays the banjo",0
30,9280,"5 years",13,"Austin","plays the banjo",0
30,9280,"5 years",13,"Chris","plays the banjo",0
30,9280,"5 years",13,"Tom","plays the banjo",0
30,9280,"5 years",13,"Mary","plays the banjo",0
30,9280,"5 years",13,"Heather","plays the banjo",0
30,9280,"5 years",13,"Kevin","plays the banjo",0
30,9280,"5 years",13,"Mike","plays the banjo",1
30,16045,"week",14,"Brian","wears slacks",5
30,16045,"week",14,"Austin","wears slacks",5
30,16045,"week",14,"Chris","wears slacks",3
30,16045,"week",14,"Tom","wears slacks",5
30,16045,"week",14,"Mary","wears slacks",3
30,16045,"week",14,"Heather","wears slacks",3
30,16045,"week",14,"Kevin","wears slacks",5
30,16045,"week",14,"Mike","wears slacks",5
30,26069,"6 months",15,"Brian","volunteers for soup kitchens",1
30,26069,"6 months",15,"Austin","volunteers for soup kitchens",3
30,26069,"6 months",15,"Chris","volunteers for soup kitchens",1
30,26069,"6 months",15,"Tom","volunteers for soup kitchens",1
30,26069,"6 months",15,"Mary","volunteers for soup kitchens",2
30,26069,"6 months",15,"Heather","volunteers for soup kitchens",1
30,26069,"6 months",15,"Kevin","volunteers for soup kitchens",2
30,26069,"6 months",15,"Mike","volunteers for soup kitchens",1
31,79928,"5 years",1,"Renu","plays the banjo",0
31,79928,"5 years",1,"Mali","plays the banjo",0
31,79928,"5 years",1,"Lux","plays the banjo",0
31,79928,"5 years",1,"Pria","plays the banjo",0
31,79928,"5 years",1,"Kartik","plays the banjo",0
31,79928,"5 years",1,"John","plays the banjo",0
31,79928,"5 years",1,"Raj","plays the banjo",0
31,79928,"5 years",1,"Yukta","plays the banjo",0
31,33326,"6 months",2,"Renu","watches professional football",0
31,33326,"6 months",2,"Mali","watches professional football",0
31,33326,"6 months",2,"Lux","watches professional football",6
31,33326,"6 months",2,"Pria","watches professional football",2
31,33326,"6 months",2,"Kartik","watches professional football",10
31,33326,"6 months",2,"John","watches professional football",15
31,33326,"6 months",2,"Raj","watches professional football",0
31,33326,"6 months",2,"Yukta","watches professional football",0
31,28057,"5 years",3,"Renu","watches space launches",0
31,28057,"5 years",3,"Mali","watches space launches",0
31,28057,"5 years",3,"Lux","watches space launches",0
31,28057,"5 years",3,"Pria","watches space launches",0
31,28057,"5 years",3,"Kartik","watches space launches",0
31,28057,"5 years",3,"John","watches space launches",0
31,28057,"5 years",3,"Raj","watches space launches",0
31,28057,"5 years",3,"Yukta","watches space launches",0
31,68175,"2 weeks",4,"Renu","wears slacks",0
31,68175,"2 weeks",4,"Mali","wears slacks",10
31,68175,"2 weeks",4,"Lux","wears slacks",5
31,68175,"2 weeks",4,"Pria","wears slacks",0
31,68175,"2 weeks",4,"Kartik","wears slacks",12
31,68175,"2 weeks",4,"John","wears slacks",10
31,68175,"2 weeks",4,"Raj","wears slacks",8
31,68175,"2 weeks",4,"Yukta","wears slacks",0
31,20781,"month",5,"Renu","sell things on eBay",0
31,20781,"month",5,"Mali","sell things on eBay",0
31,20781,"month",5,"Lux","sell things on eBay",2
31,20781,"month",5,"Pria","sell things on eBay",1
31,20781,"month",5,"Kartik","sell things on eBay",0
31,20781,"month",5,"John","sell things on eBay",0
31,20781,"month",5,"Raj","sell things on eBay",0
31,20781,"month",5,"Yukta","sell things on eBay",0
31,17515,"week",6,"Renu","wears a bra",7
31,17515,"week",6,"Mali","wears a bra",0
31,17515,"week",6,"Lux","wears a bra",7
31,17515,"week",6,"Pria","wears a bra",7
31,17515,"week",6,"Kartik","wears a bra",0
31,17515,"week",6,"John","wears a bra",0
31,17515,"week",6,"Raj","wears a bra",0
31,17515,"week",6,"Yukta","wears a bra",0
31,14317,"5 years",7,"Renu","sells companies",0
31,14317,"5 years",7,"Mali","sells companies",0
31,14317,"5 years",7,"Lux","sells companies",0
31,14317,"5 years",7,"Pria","sells companies",0
31,14317,"5 years",7,"Kartik","sells companies",0
31,14317,"5 years",7,"John","sells companies",0
31,14317,"5 years",7,"Raj","sells companies",0
31,14317,"5 years",7,"Yukta","sells companies",0
31,37486,"week",8,"Renu","eats caviar",2
31,37486,"week",8,"Mali","eats caviar",2
31,37486,"week",8,"Lux","eats caviar",3
31,37486,"week",8,"Pria","eats caviar",1
31,37486,"week",8,"Kartik","eats caviar",1
31,37486,"week",8,"John","eats caviar",3
31,37486,"week",8,"Raj","eats caviar",1
31,37486,"week",8,"Yukta","eats caviar",4
31,13540,"5 years",9,"Renu","plays tennis",0
31,13540,"5 years",9,"Mali","plays tennis",0
31,13540,"5 years",9,"Lux","plays tennis",0
31,13540,"5 years",9,"Pria","plays tennis",0
31,13540,"5 years",9,"Kartik","plays tennis",0
31,13540,"5 years",9,"John","plays tennis",0
31,13540,"5 years",9,"Raj","plays tennis",0
31,13540,"5 years",9,"Yukta","plays tennis",0
31,14855,"5 years",10,"Renu","goes to the ballet",0
31,14855,"5 years",10,"Mali","goes to the ballet",0
31,14855,"5 years",10,"Lux","goes to the ballet",0
31,14855,"5 years",10,"Pria","goes to the ballet",0
31,14855,"5 years",10,"Kartik","goes to the ballet",0
31,14855,"5 years",10,"John","goes to the ballet",0
31,14855,"5 years",10,"Raj","goes to the ballet",0
31,14855,"5 years",10,"Yukta","goes to the ballet",0
31,19482,"2 weeks",11,"Renu","goes to the movies",1
31,19482,"2 weeks",11,"Mali","goes to the movies",1
31,19482,"2 weeks",11,"Lux","goes to the movies",2
31,19482,"2 weeks",11,"Pria","goes to the movies",2
31,19482,"2 weeks",11,"Kartik","goes to the movies",2
31,19482,"2 weeks",11,"John","goes to the movies",2
31,19482,"2 weeks",11,"Raj","goes to the movies",1
31,19482,"2 weeks",11,"Yukta","goes to the movies",0
31,22141,"week",12,"Renu","wears socks",0
31,22141,"week",12,"Mali","wears socks",3
31,22141,"week",12,"Lux","wears socks",4
31,22141,"week",12,"Pria","wears socks",2
31,22141,"week",12,"Kartik","wears socks",5
31,22141,"week",12,"John","wears socks",5
31,22141,"week",12,"Raj","wears socks",5
31,22141,"week",12,"Yukta","wears socks",3
31,12827,"week",13,"Renu","wears a suit",0
31,12827,"week",13,"Mali","wears a suit",0
31,12827,"week",13,"Lux","wears a suit",0
31,12827,"week",13,"Pria","wears a suit",0
31,12827,"week",13,"Kartik","wears a suit",1
31,12827,"week",13,"John","wears a suit",2
31,12827,"week",13,"Raj","wears a suit",0
31,12827,"week",13,"Yukta","wears a suit",0
31,24240,"week",14,"Renu","drinks beer",0
31,24240,"week",14,"Mali","drinks beer",1
31,24240,"week",14,"Lux","drinks beer",1
31,24240,"week",14,"Pria","drinks beer",0
31,24240,"week",14,"Kartik","drinks beer",3
31,24240,"week",14,"John","drinks beer",2
31,24240,"week",14,"Raj","drinks beer",1
31,24240,"week",14,"Yukta","drinks beer",0
31,27662,"week",15,"Renu","wears a watch",0
31,27662,"week",15,"Mali","wears a watch",5
31,27662,"week",15,"Lux","wears a watch",5
31,27662,"week",15,"Pria","wears a watch",5
31,27662,"week",15,"Kartik","wears a watch",6
31,27662,"week",15,"John","wears a watch",5
31,27662,"week",15,"Raj","wears a watch",6
31,27662,"week",15,"Yukta","wears a watch",0
32,55947,"week",1,"alice","watches professional football",1
32,55947,"5 years",1,"shannon","watches professional football",1
32,55947,"2 months",1,"aliceb","watches professional football",1
32,55947,"6 months",1,"sonja","watches professional football",2
32,55947,"week",1,"ashley","watches professional football",1
32,55947,"week",1,"eileen","watches professional football",1
32,55947,"week",1,"erwin","watches professional football",1
32,55947,"week",1,"felix","watches professional football",2
32,45437,"month",2,"alice","volunteers for political campaigns",1
32,45437,"month",2,"shannon","volunteers for political campaigns",5
32,45437,"month",2,"aliceb","volunteers for political campaigns",3
32,45437,"month",2,"sonja","volunteers for political campaigns",0
32,45437,"month",2,"ashley","volunteers for political campaigns",1
32,45437,"month",2,"eileen","volunteers for political campaigns",0
32,45437,"month",2,"erwin","volunteers for political campaigns",0
32,45437,"month",2,"felix","volunteers for political campaigns",0
32,18114,"week",3,"alice","drinks coffee",7
32,18114,"week",3,"shannon","drinks coffee",4
32,18114,"week",3,"aliceb","drinks coffee",7
32,18114,"week",3,"sonja","drinks coffee",7
32,18114,"week",3,"ashley","drinks coffee",7
32,18114,"week",3,"eileen","drinks coffee",7
32,18114,"week",3,"erwin","drinks coffee",7
32,18114,"week",3,"felix","drinks coffee",7
32,16938,"week",4,"alice","wears a bra",7
32,16938,"week",4,"shannon","wears a bra",7
32,16938,"week",4,"aliceb","wears a bra",7
32,16938,"week",4,"sonja","wears a bra",7
32,16938,"week",4,"ashley","wears a bra",7
32,16938,"week",4,"eileen","wears a bra",7
32,16938,"week",4,"erwin","wears a bra",0
32,16938,"week",4,"felix","wears a bra",0
32,28747,"week",5,"alice","eats peanut butter",1
32,28747,"week",5,"shannon","eats peanut butter",3
32,28747,"week",5,"aliceb","eats peanut butter",2
32,28747,"week",5,"sonja","eats peanut butter",0
32,28747,"week",5,"ashley","eats peanut butter",2
32,28747,"week",5,"eileen","eats peanut butter",2
32,28747,"week",5,"erwin","eats peanut butter",1
32,28747,"week",5,"felix","eats peanut butter",5
32,20699,"week",6,"alice","listens to Pandora",1
32,20699,"week",6,"shannon","listens to Pandora",2
32,20699,"week",6,"aliceb","listens to Pandora",0
32,20699,"week",6,"sonja","listens to Pandora",5
32,20699,"week",6,"ashley","listens to Pandora",7
32,20699,"week",6,"eileen","listens to Pandora",0
32,20699,"week",6,"erwin","listens to Pandora",3
32,20699,"week",6,"felix","listens to Pandora",4
32,19003,"week",7,"alice","climbs mountains",0
32,19003,"week",7,"shannon","climbs mountains",1
32,19003,"week",7,"aliceb","climbs mountains",3
32,19003,"week",7,"sonja","climbs mountains",1
32,19003,"week",7,"ashley","climbs mountains",1
32,19003,"week",7,"eileen","climbs mountains",0
32,19003,"week",7,"erwin","climbs mountains",0
32,19003,"week",7,"felix","climbs mountains",2
32,20410,"week",8,"alice","sells companies",0
32,20410,"week",8,"shannon","sells companies",0
32,20410,"week",8,"aliceb","sells companies",0
32,20410,"week",8,"sonja","sells companies",0
32,20410,"week",8,"ashley","sells companies",0
32,20410,"week",8,"eileen","sells companies",0
32,20410,"week",8,"erwin","sells companies",0
32,20410,"week",8,"felix","sells companies",0
32,22659,"week",9,"alice","wears slacks",0
32,22659,"week",9,"shannon","wears slacks",3
32,22659,"week",9,"aliceb","wears slacks",5
32,22659,"week",9,"sonja","wears slacks",5
32,22659,"week",9,"ashley","wears slacks",7
32,22659,"week",9,"eileen","wears slacks",6
32,22659,"week",9,"erwin","wears slacks",7
32,22659,"week",9,"felix","wears slacks",7
32,46192,"week",10,"alice","plays the banjo",0
32,46192,"week",10,"shannon","plays the banjo",0
32,46192,"week",10,"aliceb","plays the banjo",0
32,46192,"week",10,"sonja","plays the banjo",0
32,46192,"week",10,"ashley","plays the banjo",0
32,46192,"week",10,"eileen","plays the banjo",0
32,46192,"week",10,"erwin","plays the banjo",0
32,46192,"week",10,"felix","plays the banjo",0
32,19482,"week",11,"alice","wears a suit",0
32,19482,"week",11,"shannon","wears a suit",0
32,19482,"week",11,"aliceb","wears a suit",0
32,19482,"week",11,"sonja","wears a suit",1
32,19482,"week",11,"ashley","wears a suit",3
32,19482,"week",11,"eileen","wears a suit",0
32,19482,"week",11,"erwin","wears a suit",0
32,19482,"week",11,"felix","wears a suit",0
32,9952,"week",12,"alice","wears socks",7
32,9952,"week",12,"shannon","wears socks",7
32,9952,"week",12,"aliceb","wears socks",7
32,9952,"week",12,"sonja","wears socks",7
32,9952,"week",12,"ashley","wears socks",7
32,9952,"week",12,"eileen","wears socks",7
32,9952,"week",12,"erwin","wears socks",7
32,9952,"week",12,"felix","wears socks",7
32,14137,"week",13,"alice","volunteers for soup kitchens",0
32,14137,"week",13,"shannon","volunteers for soup kitchens",1
32,14137,"week",13,"aliceb","volunteers for soup kitchens",1
32,14137,"week",13,"sonja","volunteers for soup kitchens",0
32,14137,"week",13,"ashley","volunteers for soup kitchens",0
32,14137,"week",13,"eileen","volunteers for soup kitchens",0
32,14137,"week",13,"erwin","volunteers for soup kitchens",0
32,14137,"week",13,"felix","volunteers for soup kitchens",0
